"pubmedID","num_inter","n_proteins","methods"
"15327968","2","3","anti tag coimmunoprecipitation"
"15327989","1","2","anti tag coimmunoprecipitation,pull down,two hybrid"
"15304323","2","3","anti tag coimmunoprecipitation"
"15304326","1","2","anti bait coimmunoprecipitation,imaging technique"
"15474027","3","4","experimental interaction detection"
"15251447","3","4","coimmunoprecipitation"
"15304329","4","5","cosedimentation"
"15304355","1","2","coimmunoprecipitation,pull down"
"15494309","4","4","pull down"
"15251430","2","4","coimmunoprecipitation"
"15536091","2","3","pull down"
"15527767","9","10","pull down"
"9677430","2","3","experimental interaction detection"
"15556869","5","6","pull down"
"14980502","2","3","two hybrid"
"12681510","1","2","anti tag coimmunoprecipitation"
"14697242","9","10","two hybrid"
"15556604","1","2","anti bait coimmunoprecipitation"
"15102850","23","8","anti bait coimmunoprecipitation"
"15251452","3","4","coimmunoprecipitation"
"15556606","1","2","coimmunoprecipitation"
"15556635","1","2","coimmunoprecipitation"
"15556646","5","6","experimental interaction detection"
"15581361","2","3","anti bait coimmunoprecipitation"
"15383276","139","60","two hybrid"
"12816948","1","2","two hybrid"
"15527798","1","2","experimental interaction detection"
"10332026","1","2","anti bait coimmunoprecipitation,two hybrid"
"12463424","3","4","two hybrid"
"15498565","1","2","fluorescence microscopy"
"12456510","2","3","coimmunoprecipitation"
"15598710","2","3","pull down"
"15369779","1","2","pull down"
"15314064","5","5","coimmunoprecipitation"
"15589845","2","3","coimmunoprecipitation"
"15173315","3","4","anti tag coimmunoprecipitation"
"1558161","1","1","experimental interaction detection"
"15581623","1","2","anti tag coimmunoprecipitation,imaging technique"
"15637807","1","2","anti tag coimmunoprecipitation,imaging technique,pull down,two hybrid"
"12837694","1","2","anti tag coimmunoprecipitation,two hybrid"
"11891324","1","2","coimmunoprecipitation,pull down"
"12217962","1","2","two hybrid"
"15555565","2","3","two hybrid"
"15522217","3","4","two hybrid"
"15618286","3","3","coimmunoprecipitation"
"15023544","6","7","two hybrid"
"15655353","4","5","coimmunoprecipitation"
"15380105","2","3","coimmunoprecipitation,two hybrid"
"15654075","3","4","coimmunoprecipitation"
"15361624","1","2","classical fluorescence spectroscopy"
"11030651","1","2","fluorescent resonance energy transfer"
"12887892","4","4","anti tag coimmunoprecipitation"
"15014437","1","1","pull down"
"15367657","2","3","coimmunoprecipitation"
"15385968","2","3","experimental interaction detection,pull down"
"12620231","1","2","anti tag coimmunoprecipitation,imaging technique"
"15660419","2","3","coimmunoprecipitation"
"15525470","5","6","two hybrid"
"15009215","1","2","far western blotting,scintillation proximity assay,two hybrid"
"11038172","1","2","anti tag coimmunoprecipitation"
"9235896","1","2","anti tag coimmunoprecipitation,imaging technique"
"9858607","1","2","pull down"
"15225631","4","5","pull down"
"15538381","1","2","coimmunoprecipitation"
"15355351","1","2","anti tag coimmunoprecipitation,coimmunoprecipitation,pull down,two hybrid"
"15084609","1","2","pull down"
"11931757","8","7","coimmunoprecipitation"
"12743605","2","3","two hybrid"
"15299019","4","5","anti tag coimmunoprecipitation"
"15225637","1","2","experimental interaction detection"
"15601262","3","4","imaging technique"
"10557078","1","2","pull down"
"15225643","2","3","anti bait coimmunoprecipitation,experimental interaction detection"
"14565952","4","3","anti tag coimmunoprecipitation"
"11359905","1","2","anti bait coimmunoprecipitation"
"12397177","3","4","pull down"
"9194564","2","3","pull down"
"9590696","2","3","coimmunoprecipitation"
"12117771","1","2","two hybrid"
"7536190","3","2","two hybrid"
"12419185","4","4","coimmunoprecipitation"
"10373560","2","3","protein kinase assay"
"12198154","5","5","coimmunoprecipitation"
"12607005","12","11","coimmunoprecipitation"
"15620700","1","2","anti tag coimmunoprecipitation"
"3597357","2","2","molecular sieving"
"2848815","1","2","anti bait coimmunoprecipitation"
"12887920","18","13","anti tag coimmunoprecipitation"
"6444721","3","2","affinity chromatography technology"
"10995389","1","2","coimmunoprecipitation"
"7590250","1","2","coimmunoprecipitation"
"9001210","2","3","in gel kinase assay,pull down"
"12364596","5","6","coimmunoprecipitation"
"9280292","2","3","anti bait coimmunoprecipitation,pull down"
"1715582","3","4","anti bait coimmunoprecipitation"
"15642356","2","2","anti tag coimmunoprecipitation,pull down,two hybrid"
"15670815","1","2","anti tag coimmunoprecipitation,two hybrid"
"15670823","3","4","anti tag coimmunoprecipitation,bioluminescence resonance energy transfer"
"15670829","5","6","affinity chromatography technology"
"15324659","1","2","pull down"
"15710382","1","2","anti bait coimmunoprecipitation"
"15710384","2","3","anti tag coimmunoprecipitation"
"10206961","2","3","cosedimentation"
"15630084","1","2","pull down"
"15710408","1","2","surface plasmon resonance"
"15629149","4","4","two hybrid"
"7935368","1","2","two hybrid"
"9658397","2","3","two hybrid"
"15280379","1","2","anti tag coimmunoprecipitation"
"12702765","2","3","pull down"
"7758105","3","2","two hybrid"
"9045636","8","9","coimmunoprecipitation"
"12935897","1","2","anti tag coimmunoprecipitation,coimmunoprecipitation,two hybrid"
"15096483","2","3","two hybrid"
"15242778","1","2","anti tag coimmunoprecipitation,fluorescence microscopy,two hybrid"
"15356145","1","2","experimental interaction detection"
"15733840","3","3","imaging technique"
"15733859","4","4","pull down"
"15033475","2","3","coimmunoprecipitation"
"7538907","1","2","pull down"
"11585385","3","5","coimmunoprecipitation"
"7538908","2","2","two hybrid"
"10880445","1","2","coimmunoprecipitation"
"9743501","2","2","coimmunoprecipitation"
"15557341","2","3","pull down"
"15733851","3","4","affinity chromatography technology"
"15733869","1","2","experimental interaction detection,pull down"
"9106657","7","6","anti bait coimmunoprecipitation"
"10956646","2","3","anti tag coimmunoprecipitation,fluorescence activated cell sorting"
"12496368","1","2","imaging technique"
"8756624","10","9","pull down"
"12624108","2","3","coimmunoprecipitation,protein cross linking with a bifunctional reagent"
"12819770","1","1","x ray crystallography"
"10801128","2","3","saturation binding"
"11463392","1","2","anti tag coimmunoprecipitation"
"15073321","3","3","anti tag coimmunoprecipitation"
"9922454","1","2","pull down"
"14704432","1","2","surface plasmon resonance"
"9177220","1","2","anti bait coimmunoprecipitation,two hybrid"
"11801603","6","5","pull down"
"10748127","3","4","filter binding,pull down"
"15536084","4","5","two hybrid"
"9162022","4","5","pull down"
"12505151","2","3","two hybrid"
"9153189","2","3","two hybrid"
"11084335","5","5","enzymatic study"
"9462508","2","3","fluorescence activated cell sorting,pull down"
"10318773","3","4","fluorescence activated cell sorting"
"15767459","2","3","anti tag coimmunoprecipitation"
"15603740","3","4","enzymatic study"
"12242293","1","2","anti bait coimmunoprecipitation"
"10225955","2","3","pull down"
"11311560","1","2","two hybrid"
"12407180","1","1","two hybrid"
"12588794","1","2","imaging technique"
"9707552","4","5","two hybrid"
"11120739","1","2","experimental interaction detection"
"15757663","2","3","anti bait coimmunoprecipitation,coimmunoprecipitation,mass spectrometry studies of complexes,two hybrid"
"15757671","6","5","anti bait coimmunoprecipitation"
"12093160","2","3","anti tag coimmunoprecipitation"
"15737636","1","2","anti bait coimmunoprecipitation,fluorescent resonance energy transfer,pull down,two hybrid"
"15289329","2","3","pull down"
"15616583","1","2","pull down,two hybrid"
"10075662","3","4","anti tag coimmunoprecipitation"
"15757646","1","2","fluorescence microscopy,pull down"
"11518704","4","5","coimmunoprecipitation"
"12721283","5","6","coimmunoprecipitation"
"15280356","5","6","coimmunoprecipitation"
"8681376","3","2","two hybrid"
"14749716","5","5","two hybrid"
"11463333","3","4","anti tag coimmunoprecipitation"
"11751921","1","2","two hybrid"
"12526743","1","2","anti bait coimmunoprecipitation,coimmunoprecipitation"
"9751060","3","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"15574589","3","2","anti tag coimmunoprecipitation"
"8943045","3","4","anti bait coimmunoprecipitation,coimmunoprecipitation"
"7527023","1","2","two hybrid"
"11544529","5","4","two hybrid"
"15020681","2","3","affinity chromatography technology"
"12004055","1","2","coimmunoprecipitation"
"9692890","1","2","two hybrid"
"11035039","3","4","anti tag coimmunoprecipitation"
"10920205","2","2","anti tag coimmunoprecipitation"
"11571280","1","2","two hybrid"
"10880535","1","2","fluorescence activated cell sorting"
"8069916","5","3","two hybrid"
"15094396","1","2","two hybrid"
"15024066","1","2","anti tag coimmunoprecipitation"
"10809768","3","4","anti tag coimmunoprecipitation"
"11418127","1","2","anti bait coimmunoprecipitation,two hybrid"
"11955446","2","3","pull down"
"15611091","2","3","anti tag coimmunoprecipitation"
"15680326","5","6","anti tag coimmunoprecipitation"
"12620389","30","21","two hybrid"
"12226085","2","3","anti tag coimmunoprecipitation,pull down"
"12207026","1","2","anti tag coimmunoprecipitation,two hybrid"
"9305870","1","2","filter binding,surface plasmon resonance"
"12972505","1","2","pull down"
"10548487","1","2","anti tag coimmunoprecipitation,filter binding"
"11526121","1","2","pull down"
"9774689","6","5","anti bait coimmunoprecipitation"
"14726597","1","2","imaging technique"
"15034300","6","7","chromatography technology"
"12670868","15","13","anti tag coimmunoprecipitation"
"15792802","1","2","fluorescence technology"
"10913131","4","5","pull down"
"15057270","7","8","pull down"
"9341158","1","2","two hybrid"
"15811349","4","5","two hybrid"
"8875929","1","2","x ray crystallography"
"15652484","1","2","coimmunoprecipitation"
"10653975","1","2","coimmunoprecipitation"
"11259580","2","3","pull down"
"11313484","2","2","pull down,two hybrid"
"15811326","1","2","two hybrid"
"12668730","1","2","two hybrid"
"15848166","3","3","anti bait coimmunoprecipitation"
"15199122","10","7","anti bait coimmunoprecipitation"
"10196197","1","2","affinity chromatography technology,pull down"
"12565863","2","2","two hybrid"
"15764709","3","3","anti bait coimmunoprecipitation"
"15611048","6","7","two hybrid"
"15848170","6","7","pull down"
"15696159","6","7","anti tag coimmunoprecipitation"
"10212252","3","4","anti bait coimmunoprecipitation"
"15480426","2","3","pull down"
"10704444","9","10","far western blotting"
"12504026","8","8","anti bait coimmunoprecipitation"
"15862297","2","3","anti bait coimmunoprecipitation"
"10562279","1","2","anti tag coimmunoprecipitation,filter binding,two hybrid"
"12006984","2","4","enzymatic study"
"7527043","1","2","anti bait coimmunoprecipitation"
"12618429","1","2","pull down"
"10924358","1","1","anti tag coimmunoprecipitation"
"15451670","2","3","x ray crystallography"
"12761180","5","6","anti tag coimmunoprecipitation"
"9338791","1","2","x ray crystallography"
"12606577","1","2","anti tag coimmunoprecipitation"
"15907477","1","2","pull down"
"15893313","1","2","anti bait coimmunoprecipitation"
"12021270","2","3","pull down"
"12429735","1","2","pull down,two hybrid"
"12769847","7","7","pull down"
"9405671","1","2","pull down,two hybrid"
"10202051","1","2","pull down,two hybrid"
"15887188","15","16","anti bait coimmunoprecipitation"
"10360579","1","2","nuclear magnetic resonance"
"9846874","1","2","x ray crystallography"
"15601840","1","2","two hybrid"
"11706030","1","2","coimmunoprecipitation"
"10428862","1","2","pull down"
"10607564","1","2","fluorescence polarization spectroscopy"
"10556826","5","7","far western blotting"
"9848648","1","2","anti bait coimmunoprecipitation"
"15620657","1","2","two hybrid"
"12054535","1","2","anti bait coimmunoprecipitation"
"15572661","1","2","anti bait coimmunoprecipitation"
"15474493","1","2","anti tag coimmunoprecipitation,imaging technique,two hybrid"
"15070730","1","2","anti tag coimmunoprecipitation"
"15896780","5","6","pull down"
"15896782","2","2","bioluminescence resonance energy transfer"
"15919079","2","2","experimental interaction detection"
"11742811","1","2","anti tag coimmunoprecipitation"
"9054412","1","2","two hybrid"
"15644415","2","3","mammalian protein protein interaction trap"
"11781573","2","3","mammalian protein protein interaction trap"
"8626561","2","3","pull down"
"10675337","2","3","pull down"
"15231748","726","528","two hybrid"
"11741893","1","1","anti tag coimmunoprecipitation"
"15037601","4","4","protein kinase assay,two hybrid"
"12829691","1","2","enzyme linked immunosorbent assay"
"15537540","4","3","pull down"
"15677445","6","5","pull down"
"15688026","4","7","pull down"
"14730019","7","7","anti tag coimmunoprecipitation"
"15743820","5","6","anti tag coimmunoprecipitation"
"15796781","5","5","two hybrid pooling approach"
"9150135","5","5","anti tag coimmunoprecipitation"
"15775963","8","6","anti bait coimmunoprecipitation"
"12244100","2","3","pull down"
"11374898","2","3","anti bait coimmunoprecipitation"
"15064709","1","2","anti tag coimmunoprecipitation"
"15580310","1","2","anti bait coimmunoprecipitation"
"14603251","7","7","pull down,two hybrid"
"10629049","2","3","biophysical,coimmunoprecipitation"
"9571151","1","2","pull down"
"9012831","1","2","anti bait coimmunoprecipitation"
"15703209","3","4","anti tag coimmunoprecipitation,imaging technique,pull down"
"15795233","1","2","anti bait coimmunoprecipitation,pull down"
"15178429","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,protein kinase assay,pull down"
"15558030","3","4","coimmunoprecipitation"
"14532282","1","2","transcriptional complementation assay"
"15989956","3","4","anti bait coimmunoprecipitation"
"15144954","3","3","anti bait coimmunoprecipitation"
"16729043","23","15","pull down"
"15652350","4","5","anti tag coimmunoprecipitation"
"15133049","1","2","pull down"
"9874765","4","5","two hybrid"
"10713164","5","4","two hybrid"
"10871379","2","3","transcriptional complementation assay"
"15161910","2","2","anti bait coimmunoprecipitation"
"12824502","1","2","two hybrid"
"11980910","4","4","pull down"
"14500717","2","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,protein kinase assay,pull down,two hybrid"
"15936019","2","3","anti bait coimmunoprecipitation,pull down"
