"pvalue_degree","pvalue_bait","num_inter","n_proteins","n_NA_degree","n_NA_bait"
0.07,0.39,138083,14108,0,0
0,0.76,78141,11208,0,0
0.12,0.64,136317,13613,0,0
0.46,0.63,129063,13704,0,0
0,0,130594,14066,0,0
0.11,0.08,140590,14105,0,0
0.1,0.1,145829,14159,0,0
0,0.09,88604,10934,0,0
0.37,0.48,128950,14140,0,0
0.02,0,141555,14077,0,0
0.42,0.57,131759,13993,0,0
0,0.23,136442,14100,0,0
0.31,0.95,126750,13976,0,0
0.06,0,131413,14149,0,0
0.04,0.5,129065,13904,0,0
0,0.88,81251,11224,0,0
0,0.45,87920,11449,0,0
0.14,0.55,88349,11085,0,0
0.18,0.9,138557,14143,0,0
0.17,0.22,135696,13834,0,0
0.02,0,138140,13999,0,0
0,0.4,137167,14044,0,0
0.05,0.73,142421,14140,0,0
0.12,0.3,135676,13713,0,0
0.14,0.22,132148,14084,0,0
0,0.17,136810,14054,0,0
0.43,0.82,129081,13516,0,0
0.37,0.96,133926,14052,0,0
0.22,0.96,126793,14081,0,0
0,0.23,140680,14113,0,0
0.07,0.54,76802,10981,0,0
0.01,0.31,70258,10927,0,0
0,0.66,134298,13829,0,0
0.23,0.01,138037,14022,0,0
0.23,1,136980,14149,0,0
0.2,0.47,129543,13984,0,0
0.19,0.01,140309,13896,0,0
0.26,0,131519,14123,0,0
0.76,0.61,130700,14143,0,0
0.13,0.52,80097,11288,0,0
0,0.88,84487,11085,0,0
0.07,0.41,136388,14208,0,0
0.3,0.04,144108,13773,0,0
0.05,0,144957,13950,0,0
0.04,0,84612,11208,0,0
0.07,0.06,131286,14042,0,0
0,0.89,126608,13724,0,0
0,0.11,132369,14083,0,0
0.04,0.84,126183,14070,0,0
0.27,0.64,147649,14261,0,0
0,0.21,138028,13883,0,0
0.1,0,143280,14076,0,0
0,0.58,135816,14100,0,0
0.03,0,140971,14223,0,0
0.02,0,136049,13867,0,0
0.04,0.53,83886,11345,0,0
0.27,0.59,137213,13996,0,0
0.08,0.57,143698,14181,0,0
0.03,0.6,78322,11021,0,0
0.11,0.62,138184,13975,0,0
0.43,0.44,131774,13753,0,0
0.04,0.86,74471,11234,0,0
0.25,0.05,145178,14194,0,0
0,0,131454,13831,0,0
0,0.61,138703,13728,0,0
0,0,134022,13971,0,0
0.07,0.46,129655,14095,0,0
0.23,0.89,137908,13687,0,0
0.01,0.01,143966,13864,0,0
0.56,0.53,137386,13984,0,0
0,0.31,131821,14088,0,0
0.02,0,142193,14233,0,0
0,0.42,134606,14108,0,0
0.02,0.7,139026,14162,0,0
0,0.65,130025,14081,0,0
0.4,0,138778,14154,0,0
0.05,0.1,140178,14141,0,0
0.2,0.77,131330,13794,0,0
0.01,0,147102,14203,0,0
0.17,0.79,139001,14010,0,0
0.02,0.41,75922,11185,0,0
0,0.31,80528,11068,0,0
0.11,0.79,131410,14146,0,0
0,0.44,116162,13749,0,0
0,0,87338,11223,0,0
0.17,0.09,144213,14048,0,0
0,0.31,141632,14052,0,0
0,0.12,131482,14120,0,0
0.11,0.34,134031,14157,0,0
0,0.33,85511,10894,0,0
0.02,0.75,90520,11031,0,0
0,0.85,144644,14181,0,0
0,0.66,79458,11317,0,0
0.1,0.57,126922,14124,0,0
0.02,0.12,84269,11414,0,0
0.27,0.58,133372,14111,0,0
0,0.13,138517,14205,0,0
0,0.9,133596,13920,0,0
0.41,0.93,130105,13850,0,0
0.11,0.72,145389,14192,0,0
0.1,0.95,148113,14304,0,0
0.06,0.7,136497,13963,0,0
0.12,0.87,125906,13835,0,0
0.55,0.55,143484,14218,0,0
0,0.19,91695,11483,0,0
0.08,0.91,142574,13900,0,0
0.04,0.48,139242,14101,0,0
0.08,0.14,145691,14167,0,0
0.05,0.57,137800,14108,0,0
0.05,0,79767,10841,0,0
0.64,0.21,133845,13729,0,0
0.28,0.6,143508,13899,0,0
0.37,0.25,135602,13855,0,0
0.08,0.36,138440,13754,0,0
0.11,0.78,144000,14209,0,0
0.4,0.55,138842,13906,0,0
0,0.76,126457,14099,0,0
0,0.03,88995,11059,0,0
0,0.19,133793,13997,0,0
0.43,0,128868,14011,0,0
0.41,0.92,115065,13881,0,0
0.01,0.02,135780,14149,0,0
0.01,0.49,146620,14224,0,0
0,0.29,142877,14230,0,0
0.36,0.14,135366,14127,0,0
0,0.83,132943,14017,0,0
0,0.13,130056,14074,0,0
0.12,0.81,139220,14095,0,0
0.01,0.54,139798,14111,0,0
0.53,0.54,136215,13889,0,0
0,0.71,124468,13892,0,0
0.04,0.78,142138,14195,0,0
0,0.93,77626,11231,0,0
0.27,0.07,136666,14088,0,0
0.03,0.53,131226,13761,0,0
0,0.59,131352,14133,0,0
0.02,0.79,126582,14092,0,0
0.11,0.73,143540,13955,0,0
0.03,0.92,139857,14157,0,0
0.2,0.16,138408,14191,0,0
0.73,0.88,145643,14259,0,0
0.39,0.26,141861,14041,0,0
0.31,0.96,142700,14038,0,0
0.01,0.07,136294,13972,0,0
0.11,0.91,70495,10842,0,0
0.44,0.76,136950,14008,0,0
0.08,0,91988,11521,0,0
0.07,0,138871,14083,0,0
0.53,0.65,133451,13965,0,0
0,0.17,78632,11235,0,0
0.22,0.74,125248,14016,0,0
0.07,0.26,138832,14140,0,0
0,0,128463,13761,0,0
0.03,0.81,133821,13667,0,0
0,0.99,85502,11447,0,0
0,0.46,130663,13971,0,0
0.02,0.59,135061,14022,0,0
0,0,143567,14133,0,0
0.44,0.79,126954,13820,0,0
0.42,0.14,135824,14196,0,0
0.2,0.49,142949,14185,0,0
0.08,0,146347,14264,0,0
0.13,0.21,140475,13760,0,0
0.07,0.52,139867,13741,0,0
0,0.17,86238,11269,0,0
0.17,0.76,82532,10952,0,0
0.07,0.16,140838,13936,0,0
0,0,81311,10973,0,0
0.14,0.76,144133,14233,0,0
0,0.35,140619,14082,0,0
0,0.56,140188,14102,0,0
0,0,134745,13989,0,0
0.1,0,135964,13851,0,0
0.11,0.29,139696,14157,0,0
0.12,0,145670,14136,0,0
0.21,0.74,140247,14229,0,0
0.41,0.36,137375,14085,0,0
0,0.15,87233,11192,0,0
0.17,0,136701,14134,0,0
0.26,0.73,134702,13843,0,0
0.14,0,144936,14260,0,0
0,0.75,88710,11426,0,0
