"bait_uniprot","bait_symbol","bait_usage","degree_bait","normaliz_bait","degree","normaliz_degree"
"Q14994","NR1I3",3,14,4.66666666666667,37,12.3333333333333
"O60260","PRKN",21,243,11.5714285714286,259,12.3333333333333
"Q15438","CYTH1",3,5,1.66666666666667,37,12.3333333333333
"Q9BZ23","PANK2",3,19,6.33333333333333,37,12.3333333333333
"O00124","UBXN8",3,9,3,37,12.3333333333333
"P60880","SNAP25",6,36,6,74,12.3333333333333
"Q99638","RAD9A",3,4,1.33333333333333,37,12.3333333333333
"Q9Y5Y5","PEX16",3,24,8,37,12.3333333333333
"Q92947","GCDH",3,5,1.66666666666667,37,12.3333333333333
"Q68DK2","ZFYVE26",3,31,10.3333333333333,37,12.3333333333333
"Q96BY9","SARAF",3,7,2.33333333333333,37,12.3333333333333
"Q9NYS7","WSB2",3,29,9.66666666666667,37,12.3333333333333
"O14647","CHD2",3,8,2.66666666666667,37,12.3333333333333
"P79522","PRR3",3,12,4,37,12.3333333333333
"Q7L4I2","RSRC2",3,14,4.66666666666667,37,12.3333333333333
"Q96BY2","MOAP1",3,15,5,37,12.3333333333333
"Q9UMX2","OAZ3",3,34,11.3333333333333,37,12.3333333333333
"Q15415","RBMY1F",3,5,1.66666666666667,37,12.3333333333333
"Q8NCP5","ZBTB44",3,10,3.33333333333333,37,12.3333333333333
"Q8TF05","PPP4R1",3,12,4,37,12.3333333333333
"Q8NEH6","MNS1",3,28,9.33333333333333,37,12.3333333333333
"Q9UBU6","FAM8A1",3,17,5.66666666666667,37,12.3333333333333
"A9UHW6","MIF4GD",3,9,3,37,12.3333333333333
"Q8IU85","CAMK1D",3,9,3,37,12.3333333333333
"Q9Y6W6","DUSP10",3,10,3.33333333333333,37,12.3333333333333
"Q03154","ACY1",3,3,1,37,12.3333333333333
"Q9NQ75","CASS4",3,34,11.3333333333333,37,12.3333333333333
"Q15291","RBBP5",10,14,1.4,123,12.3
"Q99942","RNF5",7,14,2,86,12.2857142857143
"Q9NTX7","RNF146",7,42,6,86,12.2857142857143
"O14757","CHEK1",11,12,1.09090909090909,135,12.2727272727273
"P61086","UBE2K",11,69,6.27272727272727,135,12.2727272727273
"Q9H672","ASB7",4,25,6.25,49,12.25
"Q8IZD4","DCP1B",4,12,3,49,12.25
"Q8IX90","SKA3",4,24,6,49,12.25
"P13631","RARG",4,11,2.75,49,12.25
"Q8NFG4","FLCN",4,15,3.75,49,12.25
"O15481","MAGEB4",4,34,8.5,49,12.25
"Q9HBI0","PARVG",4,28,7,49,12.25
"P08311","CTSG",4,13,3.25,49,12.25
"O14773","TPP1",4,17,4.25,49,12.25
"Q03188","CENPC",4,11,2.75,49,12.25
"Q9NPA0","EMC7",4,17,4.25,49,12.25
"Q6IE81","JADE1",4,23,5.75,49,12.25
"P22460","KCNA5",5,31,6.2,61,12.2
"Q9Y624","F11R",5,7,1.4,61,12.2
"Q9ULW0","TPX2",5,10,2,61,12.2
"Q96D71","REPS1",5,15,3,61,12.2
"Q8IXH7","NELFCD",5,19,3.8,61,12.2
"Q16555","DPYSL2",6,8,1.33333333333333,73,12.1666666666667
"Q96JN0","LCOR",6,45,7.5,73,12.1666666666667
"Q9H4M9","EHD1",7,9,1.28571428571429,85,12.1428571428571
"O14656","TOR1A",7,58,8.28571428571429,85,12.1428571428571
"Q9Y294","ASF1A",7,39,5.57142857142857,85,12.1428571428571
"Q13111","CHAF1A",8,30,3.75,97,12.125
"P54619","PRKAG1",8,36,4.5,97,12.125
"O43752","STX6",8,42,5.25,97,12.125
"P29474","NOS3",9,69,7.66666666666667,109,12.1111111111111
"P30626","SRI",4,9,2.25,48,12
"P25963","NFKBIA",18,76,4.22222222222222,216,12
"Q9Y572","RIPK3",9,86,9.55555555555556,108,12
"Q86UR1","NOXA1",5,44,8.8,60,12
"Q9NUP1","BLOC1S4",1,3,3,12,12
"Q9Y613","FHOD1",4,4,1,48,12
"P20823","HNF1A",6,31,5.16666666666667,72,12
"Q9UHF0","TAC3",1,6,6,12,12
"Q9NSE2","CISH",3,4,1.33333333333333,36,12
"Q9UMX1","SUFU",9,64,7.11111111111111,108,12
"Q9Y2D1","ATF5",2,3,1.5,24,12
"A8MW92","PHF20L1",3,17,5.66666666666667,36,12
"Q9NQA5","TRPV5",2,12,6,24,12
"P20340","RAB6A",6,8,1.33333333333333,72,12
"P78330","PSPH",2,12,6,24,12
"P20265","POU3F2",1,7,7,12,12
"Q9UK45","LSM7",4,13,3.25,48,12
"O94856","NFASC",2,7,3.5,24,12
"Q9NRJ4","TULP4",1,4,4,12,12
"Q15027","ACAP1",2,7,3.5,24,12
"Q9NYQ7","CELSR3",3,17,5.66666666666667,36,12
"O75419","CDC45",4,8,2,48,12
"P35813","PPM1A",10,27,2.7,120,12
"O00327","ARNTL",6,12,2,72,12
"Q92667","AKAP1",5,19,3.8,60,12
"Q8IWF7",NA,1,11,11,12,12
"Q969F8","KISS1R",2,20,10,24,12
"P33763","S100A5",1,1,1,12,12
"Q9P2B4","CTTNBP2NL",4,22,5.5,48,12
"Q96FF9","CDCA5",5,34,6.8,60,12
"Q9BS18","ANAPC13",2,14,7,24,12
"Q9ULW3","ABT1",3,13,4.33333333333333,36,12
"Q8WW43","APH1B",1,1,1,12,12
"Q96S21","RAB40C",1,4,4,12,12
"Q9HBX9","RXFP1",1,4,4,12,12
"P11234","RALB",5,34,6.8,60,12
"Q8IXL7","MSRB3",4,32,8,48,12
"Q9UK41","VPS28",7,31,4.42857142857143,84,12
"Q96I25","RBM17",7,29,4.14285714285714,84,12
"O94855","SEC24D",3,5,1.66666666666667,36,12
"P51959","CCNG1",4,20,5,48,12
"Q14331","FRG1",2,4,2,24,12
"Q10472","GALNT1",1,1,1,12,12
"P49441","INPP1",2,2,1,24,12
"Q9UK32","RPS6KA6",5,40,8,60,12
"Q96JB3","HIC2",3,6,2,36,12
"P23352","ANOS1",1,3,3,12,12
"P21399","ACO1",1,5,5,12,12
"Q13326","SGCG",2,15,7.5,24,12
"Q86UE8","TLK2",4,21,5.25,48,12
"Q9H461","FZD8",1,1,1,12,12
"P55347","PKNOX1",3,8,2.66666666666667,36,12
"Q53HC5","KLHL26",4,6,1.5,48,12
"O94844","RHOBTB1",2,10,5,24,12
"Q969S8","HDAC10",4,20,5,48,12
"O95180","CACNA1H",1,1,1,12,12
"A2A2Y4","FRMD3",2,11,5.5,24,12
"Q8IUI8","CRLF3",4,12,3,48,12
"Q76L83","ASXL2",3,10,3.33333333333333,36,12
"Q8TC59","PIWIL2",1,5,5,12,12
"Q9Y312","AAR2",2,12,6,24,12
"P52655","GTF2A1",6,12,2,72,12
"Q9BYT3","STK33",2,15,7.5,24,12
"Q8TDR4","TCP10L",6,38,6.33333333333333,72,12
"Q6P0N0","MIS18BP1",2,3,1.5,24,12
"A6ZKI3","RTL8C",2,4,2,24,12
"O14662","STX16",3,8,2.66666666666667,36,12
"O75506","HSBP1",3,18,6,36,12
"O95639","CPSF4",4,15,3.75,48,12
"O95671","ASMTL",2,10,5,24,12
"P05121","SERPINE1",4,11,2.75,48,12
"P32320","CDA",4,18,4.5,48,12
"P78508","KCNJ10",2,8,4,24,12
"Q5T013","HYI",1,2,2,12,12
"Q6IPU0","CENPP",3,21,7,36,12
"Q86UU5","GGN",2,10,5,24,12
"Q86UY5","FAM83A",3,21,7,36,12
"Q8NCR6","C9orf24",3,9,3,36,12
"Q96EL1","INKA1",1,1,1,12,12
"Q9BSF0","C2orf88",1,1,1,12,12
"Q9BYR0",NA,1,12,12,12,12
"Q9GZQ4","NMUR2",2,22,11,24,12
"Q9UBT7","CTNNAL1",3,18,6,36,12
"Q9Y5R4","HEMK1",2,20,10,24,12
"Q9Y5Y7","LYVE1",2,7,3.5,24,12
"Q9UIJ7","AK3",2,2,1,24,12
"P00352","ALDH1A1",1,2,2,12,12
"P29034","S100A2",3,6,2,36,12
"Q9H773","DCTPP1",4,5,1.25,48,12
"O60337","MARCHF6",2,2,1,24,12
"Q9H816","DCLRE1B",3,16,5.33333333333333,36,12
"Q9UPM9","B9D1",2,16,8,24,12
"P13500","CCL2",3,10,3.33333333333333,36,12
"Q7Z4H3","HDDC2",1,3,3,12,12
"E9PQX1","TMEM262",1,11,11,12,12
"Q86T03","PIP4P1",2,6,3,24,12
"Q9BRH9","ZNF251",1,3,3,12,12
"A0PK11","CLRN2",1,12,12,12,12
"Q6PIF2","SYCE2",1,8,8,12,12
"Q86VF7","NRAP",1,1,1,12,12
"P42331","ARHGAP25",3,23,7.66666666666667,36,12
"Q9NZC3","GDE1",2,8,4,24,12
"O76038","SCGN",2,20,10,24,12
"Q9HB29","IL1RL2",1,6,6,12,12
"Q9NZH0","GPRC5B",2,10,5,24,12
"Q6V9R5","ZNF562",1,9,9,12,12
"Q7L985","LINGO2",1,10,10,12,12
"Q9ULJ1","ODF2L",2,7,3.5,24,12
"Q9Y6J9","TAF6L",4,15,3.75,48,12
"Q8N4T0","CPA6",1,10,10,12,12
"P34810","CD68",2,15,7.5,24,12
"P01848",NA,1,10,10,12,12
"P10645","CHGA",1,3,3,12,12
"Q6UX39","AMTN",1,9,9,12,12
"P16150","SPN",2,7,3.5,24,12
"Q400G9","AMZ1",1,11,11,12,12
"Q9NY35","CLDND1",2,12,6,24,12
"Q96D96","HVCN1",1,6,6,12,12
"Q6MZZ7","CAPN13",1,11,11,12,12
"Q9UL59","ZNF214",1,12,12,12,12
"Q9UHA7","IL36A",1,8,8,12,12
"Q9H3H5","DPAGT1",1,5,5,12,12
"Q8NA58","PNLDC1",1,12,12,12,12
"Q9GZS0","DNAI2",1,10,10,12,12
"P27169","PON1",1,5,5,12,12
"Q8TD55","PLEKHO2",2,14,7,24,12
"Q14314","FGL2",1,11,11,12,12
"Q8IWF2","FOXRED2",3,29,9.66666666666667,36,12
"Q9UBV4","WNT16",1,10,10,12,12
"Q96EM0","L3HYPDH",1,7,7,12,12
"Q6UWD8","C16orf54",1,3,3,12,12
"P02748","C9",1,2,2,12,12
"Q16445","GABRA6",1,11,11,12,12
"Q0GE19","SLC10A7",1,4,4,12,12
"P10696","ALPG",1,7,7,12,12
"Q96H35","RBM18",1,6,6,12,12
"Q8N865","C7orf31",2,8,4,24,12
"Q4G148","GXYLT1",1,8,8,12,12
"Q5MAI5","CDKL4",1,7,7,12,12
"O14944","EREG",1,3,3,12,12
"Q6NSJ0","MYORG",1,8,8,12,12
"Q96PQ1","SIGLEC12",2,8,4,24,12
"P16233","PNLIP",1,7,7,12,12
"Q8TAA5","GRPEL2",1,4,4,12,12
"P0C0E4","RAB40AL",1,9,9,12,12
"Q9P0I2","EMC3",4,12,3,48,12
"O00445","SYT5",1,3,3,12,12
"Q8WVQ1","CANT1",2,6,3,24,12
"Q5SSQ6","SAPCD1",1,6,6,12,12
"P21397","MAOA",1,2,2,12,12
"P40126","DCT",1,7,7,12,12
"O95922","TTLL1",2,16,8,24,12
"Q9BY49","PECR",1,4,4,12,12
"Q9Y2J0","RPH3A",2,6,3,24,12
"Q5VZ52","MORN5",1,3,3,12,12
"Q9NRR3","CDC42SE2",1,2,2,12,12
"Q9H2A2","ALDH8A1",1,2,2,12,12
"Q86YN1","DOLPP1",1,5,5,12,12
"O00584","RNASET2",1,2,2,12,12
"A1L188","NDUFAF8",2,23,11.5,24,12
"P32942","ICAM3",2,3,1.5,24,12
"P52198","RND2",1,1,1,12,12
"P09564","CD7",1,2,2,12,12
"Q93088","BHMT",1,2,2,12,12
"O15234","CASC3",5,6,1.2,60,12
"P16066","NPR1",1,2,2,12,12
"P32245","MC4R",2,13,6.5,24,12
"Q02817",NA,1,1,1,12,12
"Q9H4G4","GLIPR2",1,1,1,12,12
"Q9HAR2","ADGRL3",1,1,1,12,12
"Q8NHW4","CCL4L2",3,36,12,36,12
"Q8IYI0","SHLD1",1,2,2,12,12
"Q9NSD7","RXFP3",1,8,8,12,12
"Q86VW2","ARHGEF25",1,4,4,12,12
"Q9NU02","ANKEF1",1,1,1,12,12
"Q8N568","DCLK2",2,17,8.5,24,12
"K7EJ46","SMIM22",1,12,12,12,12
"O43278","SPINT1",2,3,1.5,24,12
"Q5T6C5","ATXN7L2",1,4,4,12,12
"O95319","CELF2",1,1,1,12,12
"P13521","SCG2",1,1,1,12,12
"Q8IUF8","RIOX2",2,2,1,24,12
"P16109","SELP",1,1,1,12,12
"Q8WYQ4","C22orf15",1,8,8,12,12
"Q7Z7K2","ZNF467",1,2,2,12,12
"Q8N370","SLC43A2",1,5,5,12,12
"Q8N5J2","MINDY1",1,2,2,12,12
"Q8TDP1","RNASEH2C",1,1,1,12,12
"C9JRZ8","AKR1B15",1,1,1,12,12
"Q8IYD9","C18orf54",1,2,2,12,12
"Q9NSD4",NA,1,4,4,12,12
"O75063","FAM20B",2,8,4,24,12
"Q9NUU6","OTULINL",1,9,9,12,12
"Q9NVS9","PNPO",2,3,1.5,24,12
"Q9NW75","GPATCH2",1,1,1,12,12
"Q86UD3","MARCHF3",1,1,1,12,12
"Q8TBZ6","TRMT10A",1,1,1,12,12
"Q9BQ61","TRIR",1,1,1,12,12
"Q5BJD5","TMEM41B",1,1,1,12,12
"Q13015","MLLT11",2,3,1.5,24,12
"Q96P31","FCRL3",1,1,1,12,12
"Q8IZU3","SYCP3",1,1,1,12,12
"Q16774","GUK1",1,1,1,12,12
"Q9H7T9","AUNIP",1,1,1,12,12
"P24071","FCAR",1,1,1,12,12
"O00175","CCL24",1,2,2,12,12
"P78556","CCL20",1,7,7,12,12
"Q16570","ACKR1",1,1,1,12,12
"Q6UWW9","TMEM207",1,1,1,12,12
"Q02750","MAP2K1",19,79,4.15789473684211,227,11.9473684210526
"P42229","STAT5A",11,29,2.63636363636364,131,11.9090909090909
"Q9NQT4","EXOSC5",10,86,8.6,119,11.9
"O43561","LAT",9,64,7.11111111111111,107,11.8888888888889
"O14746","TERT",9,17,1.88888888888889,107,11.8888888888889
"Q99732","LITAF",8,74,9.25,95,11.875
"O60941","DTNB",7,54,7.71428571428571,83,11.8571428571429
"P48552","NRIP1",6,14,2.33333333333333,71,11.8333333333333
"Q08999","RBL2",6,22,3.66666666666667,71,11.8333333333333
"Q9UQ90","SPG7",5,21,4.2,59,11.8
"Q9H3R5","CENPH",5,22,4.4,59,11.8
"Q9H269","VPS16",5,25,5,59,11.8
"Q9UIM3","FKBPL",5,16,3.2,59,11.8
"Q96J02","ITCH",18,20,1.11111111111111,212,11.7777777777778
"Q9H074","PAIP1",4,14,3.5,47,11.75
"Q969H0","FBXW7",20,48,2.4,235,11.75
"Q8NBZ0","INO80E",4,16,4,47,11.75
"Q96LL9","DNAJC30",4,31,7.75,47,11.75
"Q8TDB6","DTX3L",4,5,1.25,47,11.75
"P01160","NPPA",4,39,9.75,47,11.75
"Q9BW66","CINP",4,42,10.5,47,11.75
"Q9Y316","MEMO1",4,23,5.75,47,11.75
"P10275","AR",43,216,5.02325581395349,505,11.7441860465116
"Q99523","SORT1",14,132,9.42857142857143,164,11.7142857142857
"Q15633","TARBP2",7,9,1.28571428571429,82,11.7142857142857
"Q12983","BNIP3",7,47,6.71428571428571,82,11.7142857142857
"P17948","FLT1",7,16,2.28571428571429,82,11.7142857142857
"Q9UKG1","APPL1",10,55,5.5,117,11.7
"P12931","SRC",57,143,2.50877192982456,666,11.6842105263158
"Q9Y4G8","RAPGEF2",6,26,4.33333333333333,70,11.6666666666667
"P41143","OPRD1",3,5,1.66666666666667,35,11.6666666666667
"Q9NPH3","IL1RAP",3,6,2,35,11.6666666666667
"Q5T686","AVPI1",3,11,3.66666666666667,35,11.6666666666667
"O14798","TNFRSF10C",3,27,9,35,11.6666666666667
"Q5H9I0","TFDP3",3,23,7.66666666666667,35,11.6666666666667
"Q8N4C7","STX19",3,16,5.33333333333333,35,11.6666666666667
"Q96JM2","ZNF462",3,16,5.33333333333333,35,11.6666666666667
"O15066","KIF3B",3,4,1.33333333333333,35,11.6666666666667
"P43026","GDF5",3,23,7.66666666666667,35,11.6666666666667
"P28676","GCA",3,10,3.33333333333333,35,11.6666666666667
"Q02446","SP4",3,8,2.66666666666667,35,11.6666666666667
"Q8TD06","AGR3",3,20,6.66666666666667,35,11.6666666666667
"Q9P0J1","PDP1",3,9,3,35,11.6666666666667
"P09486","SPARC",3,4,1.33333333333333,35,11.6666666666667
"Q96KR7","PHACTR3",3,26,8.66666666666667,35,11.6666666666667
"O94901","SUN1",3,6,2,35,11.6666666666667
"O43295","SRGAP3",3,17,5.66666666666667,35,11.6666666666667
"Q9BW11","MXD3",3,31,10.3333333333333,35,11.6666666666667
"Q6NZ36","FAAP20",3,26,8.66666666666667,35,11.6666666666667
"O00628","PEX7",3,19,6.33333333333333,35,11.6666666666667
"Q96MF7","NSMCE2",3,2,0.666666666666667,35,11.6666666666667
"Q9UJA3","MCM8",3,3,1,35,11.6666666666667
"O15111","CHUK",16,42,2.625,186,11.625
"P17542","TAL1",8,65,8.125,93,11.625
"Q96LR5","UBE2E2",8,47,5.875,93,11.625
"P54727","RAD23B",13,35,2.69230769230769,151,11.6153846153846
"P40189","IL6ST",5,10,2,58,11.6
"Q7Z3B3","KANSL1",5,31,6.2,58,11.6
