"bait_uniprot","bait_symbol","bait_usage","degree_bait","normaliz_bait","degree","normaliz_degree"
"Q92581","SLC9A6",1,21,21,31,31
"Q92565","RAPGEF5",1,20,20,31,31
"Q9Y2Y8","PRG3",1,31,31,31,31
"Q8TF39","ZNF483",1,17,17,31,31
"Q86XD5","FAM131B",1,28,28,31,31
"Q9HCH3","CPNE5",1,30,30,31,31
"Q8N9I9","DTX3",2,11,5.5,62,31
"Q96BN2","TADA1",1,12,12,31,31
"Q16850","CYP51A1",1,3,3,31,31
"P28290","ITPRID2",2,9,4.5,62,31
"Q8IYR6","TMEFF1",1,10,10,31,31
"Q04446","GBE1",1,2,2,31,31
"Q9BRK0","REEP2",1,2,2,31,31
"Q86XZ4","SPATS2",1,2,2,31,31
"Q96BW9","TAMM41",1,5,5,31,31
"Q9BY12","SCAPER",1,2,2,31,31
"Q96HP0","DOCK6",1,7,7,31,31
"Q13488","TCIRG1",1,1,1,31,31
"Q15545","TAF7",2,7,3.5,62,31
"O15535","ZSCAN9",1,2,2,31,31
"Q8TDC3","BRSK1",1,20,20,31,31
"Q04695","KRT17",2,2,1,62,31
"Q9H254","SPTBN4",1,1,1,31,31
"Q9UBC1","NFKBIL1",1,9,9,31,31
"O95260","ATE1",1,1,1,31,31
"Q6P2D0","ZFP1",1,15,15,31,31
"Q86WA8","LONP2",1,1,1,31,31
"Q86YS7","C2CD5",1,1,1,31,31
"Q9NRX6","TMEM167B",1,6,6,31,31
"P41181","AQP2",2,10,5,62,31
"Q92482","AQP3",1,17,17,31,31
"Q96BI1","SLC22A18",1,4,4,31,31
"Q9BV81","EMC6",1,16,16,31,31
"Q9HCK4","ROBO2",1,2,2,31,31
"Q9NWM8","FKBP14",1,1,1,31,31
"Q99536","VAT1",1,1,1,31,31
"Q9BWL3","C1orf43",1,1,1,31,31
"Q99797","MIPEP",1,1,1,31,31
"Q5SZK8","FREM2",1,1,1,31,31
"Q7L4P6","BEND5",1,1,1,31,31
"Q8NC51","SERBP1",6,11,1.83333333333333,185,30.8333333333333
"P57740","NUP107",4,47,11.75,123,30.75
"Q03989","ARID5A",4,40,10,123,30.75
"Q9NYB9","ABI2",8,139,17.375,246,30.75
"Q8IZH2","XRN1",4,21,5.25,123,30.75
"P28562","DUSP1",3,50,16.6666666666667,92,30.6666666666667
"Q16763","UBE2S",3,11,3.66666666666667,92,30.6666666666667
"P51784",NA,6,67,11.1666666666667,184,30.6666666666667
"Q15645","TRIP13",6,16,2.66666666666667,184,30.6666666666667
"Q9BPW8","NIPSNAP1",3,32,10.6666666666667,92,30.6666666666667
"Q9Y680","FKBP7",3,6,2,92,30.6666666666667
"Q9H334","FOXP1",3,32,10.6666666666667,92,30.6666666666667
"O15514","POLR2D",3,42,14,92,30.6666666666667
"Q14157","UBAP2L",3,4,1.33333333333333,92,30.6666666666667
"Q96SW2","CRBN",5,8,1.6,153,30.6
"Q9UQM7","CAMK2A",7,69,9.85714285714286,214,30.5714285714286
"P99999","CYCS",4,21,5.25,122,30.5
"P55327","TPD52",2,4,2,61,30.5
"P49662","CASP4",2,36,18,61,30.5
"P10301","RRAS",2,9,4.5,61,30.5
"Q92538","GBF1",2,3,1.5,61,30.5
"Q9Y252","RNF6",2,4,2,61,30.5
"Q9UI30","TRMT112",2,3,1.5,61,30.5
"Q12982","BNIP2",2,41,20.5,61,30.5
"Q6ZUT1","NKAPD1",4,102,25.5,122,30.5
"Q9UBB6","NCDN",2,6,3,61,30.5
"Q5SY16","NOL9",2,18,9,61,30.5
"Q16822","PCK2",2,26,13,61,30.5
"Q96H86","ZNF764",2,49,24.5,61,30.5
"Q8N7C3","TRIML2",2,44,22,61,30.5
"Q8WWY6","MBD3L1",2,20,10,61,30.5
"Q6P2H3","CEP85",2,4,2,61,30.5
"Q9UID3","VPS51",2,13,6.5,61,30.5
"Q9NYV4","CDK12",2,7,3.5,61,30.5
"O00505","KPNA3",5,5,1,152,30.4
"Q14676","MDC1",11,139,12.6363636363636,334,30.3636363636364
"P11233","RALA",3,15,5,91,30.3333333333333
"P49916","LIG3",3,13,4.33333333333333,91,30.3333333333333
"Q99549","MPHOSPH8",3,44,14.6666666666667,91,30.3333333333333
"Q92520","FAM3C",3,56,18.6666666666667,91,30.3333333333333
"P11413","G6PD",3,4,1.33333333333333,91,30.3333333333333
"Q8WXA9","SREK1",3,8,2.66666666666667,91,30.3333333333333
"P13010","XRCC5",11,45,4.09090909090909,333,30.2727272727273
"Q8NBJ4","GOLM1",4,52,13,121,30.25
"Q01130","SRSF2",5,7,1.4,151,30.2
"Q08AM6","VAC14",5,26,5.2,151,30.2
"O95983","MBD3",5,73,14.6,151,30.2
"P19525","EIF2AK2",10,91,9.1,302,30.2
"Q9UJX2","CDC23",6,77,12.8333333333333,181,30.1666666666667
"P09429","HMGB1",12,221,18.4166666666667,361,30.0833333333333
"P47813","EIF1AX",2,3,1.5,60,30
"P20333","TNFRSF1B",4,94,23.5,120,30
"O14512","SOCS7",2,5,2.5,60,30
"Q9Y375","NDUFAF1",2,19,9.5,60,30
"Q9NQX6","ZNF331",2,52,26,60,30
"P35625","TIMP3",1,1,1,30,30
"P29083","GTF2E1",2,8,4,60,30
"Q15054","POLD3",1,2,2,30,30
"Q96G74","OTUD5",1,15,15,30,30
"P78310","CXADR",1,3,3,30,30
"P08579","SNRPB2",4,18,4.5,120,30
"P62306","SNRPF",6,96,16,180,30
"P55081","MFAP1",5,94,18.8,150,30
"Q86V86","PIM3",2,56,28,60,30
"P49146","NPY2R",2,54,27,60,30
"Q02487","DSC2",1,2,2,30,30
"Q92504","SLC39A7",2,27,13.5,60,30
"P53618","COPB1",5,10,2,150,30
"Q9H2H9","SLC38A1",3,62,20.6666666666667,90,30
"P13807","GYS1",3,31,10.3333333333333,90,30
"P35711","SOX5",5,113,22.6,150,30
"O00471","EXOC5",3,24,8,90,30
"Q96FJ2","DYNLL2",3,31,10.3333333333333,90,30
"Q96K76","USP47",3,45,15,90,30
"Q9H5V7","IKZF5",2,50,25,60,30
"Q8NEM2","SHCBP1",1,1,1,30,30
"Q9Y261","FOXA2",1,11,11,30,30
"Q9UPW0","FOXJ3",1,13,13,30,30
"O60315","ZEB2",2,12,6,60,30
"Q9P2E3","ZNFX1",1,9,9,30,30
"Q13751","LAMB3",1,16,16,30,30
"Q96IV6","FAXDC2",1,30,30,30,30
"Q9BXU0","TEX12",1,7,7,30,30
"Q96DN2","VWCE",2,56,28,60,30
"Q8N1S5","SLC39A11",1,4,4,30,30
"A8MUH7",NA,1,28,28,30,30
"Q9HCN8","SDF2L1",2,6,3,60,30
"Q16281","CNGA3",1,24,24,30,30
"Q86VW1","SLC22A16",1,28,28,30,30
"Q4KMQ2","ANO6",1,12,12,30,30
"Q9Y2T5","GPR52",1,13,13,30,30
"Q6ZMB5","TMEM184A",1,25,25,30,30
"Q96CU9","FOXRED1",1,16,16,30,30
"Q9NRM6","IL17RB",1,22,22,30,30
"Q96CP2","FLYWCH2",1,6,6,30,30
"Q9BU19","ZNF692",1,27,27,30,30
"Q86SF2","GALNT7",1,7,7,30,30
"O95900","TRUB2",2,20,10,60,30
"Q9BWG4","SSBP4",1,10,10,30,30
"P52790","HK3",1,3,3,30,30
"A6NHL2","TUBAL3",1,4,4,30,30
"O94808","GFPT2",1,4,4,30,30
"Q8ND04","SMG8",1,3,3,30,30
"Q96EQ8","RNF125",1,4,4,30,30
"O94761","RECQL4",1,1,1,30,30
"Q9HAC7","SUGCT",1,27,27,30,30
"Q5T0W9","FAM83B",1,4,4,30,30
"Q9H0G5","NSRP1",1,1,1,30,30
"P06307","CCK",2,54,27,60,30
"P30038","ALDH4A1",1,1,1,30,30
"Q8TEV9","SMCR8",1,7,7,30,30
"Q9BTT6","LRRC1",1,2,2,30,30
"Q86YD1","PTOV1",1,4,4,30,30
"Q15390","MTFR1",1,1,1,30,30
"Q86XS8","RNF130",1,2,2,30,30
"P54098","POLG",1,1,1,30,30
"Q16585","SGCB",1,1,1,30,30
"O43808","SLC25A17",1,1,1,30,30
"Q13268","DHRS2",2,2,1,60,30
"P09417","QDPR",1,2,2,30,30
"Q14129","DGCR6",2,16,8,60,30
"Q6ZSJ9","SHISA6",1,13,13,30,30
"A7MD48","SRRM4",1,7,7,30,30
"P53582","METAP1",1,5,5,30,30
"Q96NU1","SAMD11",1,18,18,30,30
"Q6ICB0","DESI1",1,19,19,30,30
"Q96G79","SLC35A4",1,24,24,30,30
"O95562","SFT2D2",1,18,18,30,30
"Q5BKT4","ALG10",1,5,5,30,30
"Q9UHI5","SLC7A8",1,3,3,30,30
"Q5TGZ0","MICOS10",1,3,3,30,30
"Q70IA6","MOB2",1,8,8,30,30
"O75608","LYPLA1",1,2,2,30,30
"Q96EY5","MVB12A",1,1,1,30,30
"Q9Y617","PSAT1",2,3,1.5,60,30
"P51553","IDH3G",1,1,1,30,30
"P45954","ACADSB",1,1,1,30,30
"P80162","CXCL6",1,3,3,30,30
"P43246","MSH2",6,23,3.83333333333333,179,29.8333333333333
"Q15370","ELOB",5,4,0.8,149,29.8
"Q9BVP2","GNL3",5,5,1,149,29.8
"P25789","PSMA4",5,11,2.2,149,29.8
"Q8WUK0","PTPMT1",5,112,22.4,149,29.8
"O95816","BAG2",9,46,5.11111111111111,268,29.7777777777778
"Q6EMK4","VASN",4,75,18.75,119,29.75
"P40259","CD79B",4,93,23.25,119,29.75
"Q9GZY8","MFF",4,34,8.5,119,29.75
"P51531","SMARCA2",7,35,5,208,29.7142857142857
"P56524","HDAC4",13,70,5.38461538461539,386,29.6923076923077
"P47929","LGALS7",3,33,11,89,29.6666666666667
"O95819","MAP4K4",3,7,2.33333333333333,89,29.6666666666667
"Q8IYX8","CEP57L1",3,43,14.3333333333333,89,29.6666666666667
"Q9H9J2","MRPL44",3,13,4.33333333333333,89,29.6666666666667
"Q6DKK2","TTC19",3,31,10.3333333333333,89,29.6666666666667
"Q8NCB2","CAMKV",3,75,25,89,29.6666666666667
"P28324","ELK4",3,73,24.3333333333333,89,29.6666666666667
"P37198","NUP62",5,12,2.4,148,29.6
"Q68D86","CCDC102B",5,98,19.6,148,29.6
"Q86U86","PBRM1",4,7,1.75,118,29.5
"Q8TAA9","VANGL1",2,2,1,59,29.5
"Q969L2","MAL2",2,14,7,59,29.5
"O43933","PEX1",2,40,20,59,29.5
"P20810","CAST",2,10,5,59,29.5
"Q9Y697","NFS1",2,4,2,59,29.5
"Q9H160","ING2",2,20,10,59,29.5
"Q7Z6J0","SH3RF1",2,3,1.5,59,29.5
"Q13952","NFYC",4,87,21.75,118,29.5
"A6NK89","RASSF10",2,50,25,59,29.5
"Q03431","PTH1R",2,27,13.5,59,29.5
"P51151","RAB9A",6,149,24.8333333333333,177,29.5
"O75360","PROP1",2,48,24,59,29.5
"P14780","MMP9",2,11,5.5,59,29.5
"Q8ND83","SLAIN1",2,6,3,59,29.5
"Q96E29","MTERF3",2,18,9,59,29.5
"Q8IYE1","CCDC13",2,43,21.5,59,29.5
"Q8NFV4","ABHD11",2,22,11,59,29.5
"Q9NQZ8","ZNF71",2,38,19,59,29.5
"Q9H9E1","ANKRA2",2,46,23,59,29.5
"Q9Y6X1","SERP1",2,42,21,59,29.5
"Q15427","SF3B4",5,24,4.8,147,29.4
"Q9UBQ5","EIF3K",3,9,3,88,29.3333333333333
"Q9BTC8","MTA3",3,23,7.66666666666667,88,29.3333333333333
"Q9P015","MRPL15",3,2,0.666666666666667,88,29.3333333333333
"Q9UNH7","SNX6",3,5,1.66666666666667,88,29.3333333333333
"Q6NYC1","JMJD6",6,127,21.1666666666667,176,29.3333333333333
"A8K8V0","ZNF785",3,81,27,88,29.3333333333333
"Q9BXY8","BEX2",3,72,24,88,29.3333333333333
"Q9NP66","HMG20A",6,44,7.33333333333333,176,29.3333333333333
"Q8IXW5","RPAP2",3,18,6,88,29.3333333333333
"O00165","HAX1",7,56,8,205,29.2857142857143
"Q9UKE5","TNIK",8,206,25.75,234,29.25
"P49715","CEBPA",4,13,3.25,117,29.25
"Q12888","TP53BP1",16,302,18.875,468,29.25
"Q92804","TAF15",4,10,2.5,117,29.25
"Q6NZI2","CAVIN1",4,24,6,117,29.25
"P05129","PRKCG",5,38,7.6,146,29.2
"P56545","CTBP2",6,31,5.16666666666667,175,29.1666666666667
"P38159","RBMX",7,28,4,204,29.1428571428571
"P51116","FXR2",9,122,13.5555555555556,262,29.1111111111111
"Q15750","TAB1",6,65,10.8333333333333,174,29
"Q8N6Y0","USHBP1",8,72,9,232,29
"O60831","PRAF2",2,24,12,58,29
"P98077","SHC2",1,2,2,29,29
"Q9BUN8","DERL1",5,32,6.4,145,29
"Q13523","PRPF4B",3,19,6.33333333333333,87,29
"Q13087","PDIA2",1,8,8,29,29
"O14490","DLGAP1",1,8,8,29,29
"Q86UR5","RIMS1",1,4,4,29,29
"P46063","RECQL",2,7,3.5,58,29
"Q9UPN7","PPP6R1",3,29,9.66666666666667,87,29
"Q13136","PPFIA1",3,4,1.33333333333333,87,29
"Q5VYV7","SLX4IP",1,16,16,29,29
"Q70EL3","USP50",1,21,21,29,29
"Q5W0Q7","USPL1",1,11,11,29,29
"Q9H5Q4","TFB2M",1,1,1,29,29
"Q96NB1","CEP20",1,2,2,29,29
"O75396","SEC22B",6,75,12.5,174,29
"Q12816","TRO",1,2,2,29,29
"P11801","PSKH1",2,53,26.5,58,29
"O75781","PALM",1,1,1,29,29
"Q16630","CPSF6",5,7,1.4,145,29
"Q9Y2L5","TRAPPC8",1,2,2,29,29
"P25440","BRD2",2,12,6,58,29
"P22455","FGFR4",4,25,6.25,116,29
"P0C1Z6","TFPT",3,11,3.66666666666667,87,29
"P48668","KRT6C",2,21,10.5,58,29
"P59990","KRTAP12-1",2,36,18,58,29
"Q63HN8","RNF213",2,20,10,58,29
"Q7Z589","EMSY",3,9,3,87,29
"Q8IX15","HOMEZ",2,3,1.5,58,29
"Q96IQ9","ZNF414",3,79,26.3333333333333,87,29
"Q96MU7","YTHDC1",3,13,4.33333333333333,87,29
"Q9H2F5","EPC1",2,20,10,58,29
"Q9Y4B4","RAD54L2",2,5,2.5,58,29
"O95202","LETM1",2,2,1,58,29
"O00139","KIF2A",3,36,12,87,29
"Q9BWD1","ACAT2",2,3,1.5,58,29
"P29033","GJB2",2,46,23,58,29
"Q8NI77","KIF18A",1,16,16,29,29
"Q6ZRP7","QSOX2",1,11,11,29,29
"Q9NXB0","MKS1",3,52,17.3333333333333,87,29
"Q969K7","TMEM54",1,17,17,29,29
"Q9NZD1","GPRC5D",1,4,4,29,29
"Q96EY8","MMAB",1,1,1,29,29
"Q8N335","GPD1L",1,1,1,29,29
"P23469","PTPRE",2,19,9.5,58,29
"Q9Y698","CACNG2",1,11,11,29,29
"Q9H4I3","TRABD",1,5,5,29,29
"Q9BRN9","TM2D3",1,11,11,29,29
"Q9GZP0","PDGFD",1,19,19,29,29
"Q8WYQ3","CHCHD10",4,94,23.5,116,29
"Q96JM4","LRRIQ1",1,28,28,29,29
"O15143","ARPC1B",3,10,3.33333333333333,87,29
"Q96IQ7","VSIG2",1,24,24,29,29
"Q8NCL4","GALNT6",1,19,19,29,29
"Q9P267","MBD5",1,11,11,29,29
"Q8ND25","ZNRF1",1,4,4,29,29
"P50395","GDI2",3,4,1.33333333333333,87,29
"Q9UK39","NOCT",1,5,5,29,29
"Q9NS85","CA10",1,23,23,29,29
"P50452","SERPINB8",1,4,4,29,29
"Q86VZ1","P2RY8",1,18,18,29,29
"Q0PNE2","ELP6",1,6,6,29,29
"Q5PRF9","SAMD4B",1,7,7,29,29
"Q96B77","TMEM186",1,2,2,29,29
"P28715","ERCC5",1,1,1,29,29
"Q92759","GTF2H4",1,6,6,29,29
"Q2VPK5","CTU2",1,1,1,29,29
"Q8IWT6","LRRC8A",1,6,6,29,29
"Q9H7M9","VSIR",1,2,2,29,29
"Q92583","CCL17",1,8,8,29,29
"P26440","IVD",1,8,8,29,29
"O43301","HSPA12A",1,1,1,29,29
"P06280","GLA",1,3,3,29,29
"Q7Z6B7","SRGAP1",1,7,7,29,29
"Q5VT97","SYDE2",1,19,19,29,29
"Q96PE2","ARHGEF17",1,5,5,29,29
"Q8N4Q1","CHCHD4",2,19,9.5,58,29
"Q05923","DUSP2",1,1,1,29,29
"Q8N8D1","PDCD7",1,2,2,29,29
"P50336","PPOX",1,2,2,29,29
"P11166","SLC2A1",2,2,1,58,29
"O94805","ACTL6B",1,1,1,29,29
"Q5T447","HECTD3",2,2,1,58,29
"Q9NP61","ARFGAP3",2,3,1.5,58,29
"Q9UM22","EPDR1",1,12,12,29,29
"Q96MX3","ZNF48",1,16,16,29,29
"Q6NSZ9","ZSCAN25",1,2,2,29,29
"Q9NSB4","KRT82",1,8,8,29,29
"Q9Y2B5","VPS9D1",1,17,17,29,29
"Q86YQ8","CPNE8",1,2,2,29,29
"Q9BTX3","TMEM208",1,19,19,29,29
"Q9UHE5","NAT8",1,25,25,29,29
"A8MTQ0","NOTO",1,3,3,29,29
"Q08257","CRYZ",1,2,2,29,29
"Q9NRY5","FAM114A2",1,1,1,29,29
"P13928","ANXA8",1,1,1,29,29
"Q99543","DNAJC2",1,1,1,29,29
"P50748","KNTC1",1,1,1,29,29
"Q5J8M3","EMC4",1,1,1,29,29
"Q4G0W2","DUSP28",1,1,1,29,29
"P05771","PRKCB",8,118,14.75,231,28.875
"Q92734","TFG",7,103,14.7142857142857,202,28.8571428571429
"P27361","MAPK3",13,106,8.15384615384615,374,28.7692307692308
"P06454","PTMA",4,3,0.75,115,28.75
"Q66LE6","PPP2R2D",4,56,14,115,28.75
"P61758","VBP1",4,24,6,115,28.75
"Q8WXI9","GATAD2B",4,23,5.75,115,28.75
"P25490","YY1",12,172,14.3333333333333,344,28.6666666666667
"P61960","UFM1",3,5,1.66666666666667,86,28.6666666666667
"P21145","MAL",3,80,26.6666666666667,86,28.6666666666667
"P36956","SREBF1",3,8,2.66666666666667,86,28.6666666666667
"Q2TAL8","QRICH1",3,48,16,86,28.6666666666667
"P16885","PLCG2",5,23,4.6,143,28.6
"Q5VTR2","RNF20",5,8,1.6,143,28.6
"Q9NWB7","IFT57",5,43,8.6,143,28.6
"Q13418","ILK",17,229,13.4705882352941,486,28.5882352941176
"P60900","PSMA6",7,31,4.42857142857143,200,28.5714285714286
"P23284","PPIB",7,23,3.28571428571429,200,28.5714285714286
"P19388","POLR2E",7,85,12.1428571428571,200,28.5714285714286
"P39880","CUX1",2,5,2.5,57,28.5
"Q92844","TANK",8,177,22.125,228,28.5
"O43432","EIF4G3",2,2,1,57,28.5
"P62070","RRAS2",2,4,2,57,28.5
"O76071","CIAO1",6,93,15.5,171,28.5
"P34741","SDC2",4,55,13.75,114,28.5
"P50613","CDK7",6,118,19.6666666666667,171,28.5
"Q8IYT8","ULK2",2,44,22,57,28.5
"P25800","LMO1",4,99,24.75,114,28.5
"Q13895","BYSL",8,156,19.5,228,28.5
"O75150","RNF40",4,7,1.75,114,28.5
"P46663","BDKRB1",2,32,16,57,28.5
"Q9H3U1","UNC45A",4,13,3.25,114,28.5
"P54849","EMP1",2,33,16.5,57,28.5
"Q15973","ZNF124",2,45,22.5,57,28.5
"Q5TA82","LCE2D",2,49,24.5,57,28.5
"Q8N5M4","TTC9C",2,15,7.5,57,28.5
"Q6P9B9","INTS5",2,2,1,57,28.5
"O00167","EYA2",4,39,9.75,114,28.5
"Q96KS9","FAM167A",2,49,24.5,57,28.5
"P16278","GLB1",2,12,6,57,28.5
"Q5VIR6","VPS53",2,7,3.5,57,28.5
"O15269","SPTLC1",2,9,4.5,57,28.5
"P22694","PRKACB",7,38,5.42857142857143,199,28.4285714285714
"Q86X55","CARM1",5,13,2.6,142,28.4
"Q96EP0","RNF31",11,20,1.81818181818182,312,28.3636363636364
"Q9UNE7","STUB1",14,43,3.07142857142857,397,28.3571428571429
"P25786","PSMA1",12,160,13.3333333333333,340,28.3333333333333
"O43399","TPD52L2",3,8,2.66666666666667,85,28.3333333333333
"Q01804","OTUD4",3,26,8.66666666666667,85,28.3333333333333
"O75874","IDH1",3,15,5,85,28.3333333333333
"Q15025","TNIP1",6,47,7.83333333333333,170,28.3333333333333
"Q86U42","PABPN1",3,13,4.33333333333333,85,28.3333333333333
"P17655","CAPN2",3,3,1,85,28.3333333333333
"Q14344","GNA13",3,6,2,85,28.3333333333333
"Q8N6T3","ARFGAP1",3,26,8.66666666666667,85,28.3333333333333
"Q9HC36","MRM3",3,17,5.66666666666667,85,28.3333333333333
"P51687","SUOX",3,79,26.3333333333333,85,28.3333333333333
"Q01201","RELB",4,69,17.25,113,28.25
"Q14194","CRMP1",4,8,2,113,28.25
"Q14764","MVP",4,6,1.5,113,28.25
"Q9UNF1","MAGED2",4,7,1.75,113,28.25
"Q8WYQ5","DGCR8",5,93,18.6,141,28.2
"P78406","RAE1",5,9,1.8,141,28.2
"Q9Y561","LRP12",1,6,6,28,28
"Q13098","GPS1",3,5,1.66666666666667,84,28
"Q96PU4","UHRF2",4,10,2.5,112,28
"P49641","MAN2A2",1,5,5,28,28
"Q96RL7","VPS13A",1,5,5,28,28
"Q92930","RAB8B",2,19,9.5,56,28
"Q9HCK5","AGO4",3,75,25,84,28
"O15397","IPO8",3,21,7,84,28
"Q15154","PCM1",11,183,16.6363636363636,308,28
"Q9BRJ6","C7orf50",3,2,0.666666666666667,84,28
"Q8TF42","UBASH3B",5,47,9.4,140,28
"Q6PJ69","TRIM65",1,4,4,28,28
"O95273","CCNDBP1",5,18,3.6,140,28
"O75934","BCAS2",5,44,8.8,140,28
"Q02556","IRF8",2,37,18.5,56,28
"P31350","RRM2",2,7,3.5,56,28
"O43913","ORC5",2,7,3.5,56,28
"Q9UM73","ALK",3,5,1.66666666666667,84,28
"P01584","IL1B",1,1,1,28,28
"O95292","VAPB",8,106,13.25,224,28
"Q9H6I2","SOX17",3,78,26,84,28
"P30084","ECHS1",4,6,1.5,112,28
"Q7L3B6","CDC37L1",1,17,17,28,28
"Q86Y82","STX12",5,79,15.8,140,28
"O75436","VPS26A",4,37,9.25,112,28
"O60232","ZNRD2",4,90,22.5,112,28
"P23526","AHCY",4,6,1.5,112,28
"Q86YD3","TMEM25",3,55,18.3333333333333,84,28
"Q9GZP9","DERL2",2,18,9,56,28
"Q9H0B3","IQCN",2,53,26.5,56,28
"Q9NVU0","POLR3E",2,38,19,56,28
"O95406","CNIH1",1,27,27,28,28
"P41594","GRM5",1,1,1,28,28
"Q96JN2","CCDC136",3,14,4.66666666666667,84,28
"O75366","AVIL",1,26,26,28,28
"Q8WUM9","SLC20A1",1,16,16,28,28
"Q9NUP9","LIN7C",2,16,8,56,28
"Q5QGZ9","CLEC12A",1,21,21,28,28
"Q7LGA3","HS2ST1",1,10,10,28,28
"Q9BZR8","BCL2L14",4,107,26.75,112,28
"Q8N441","FGFRL1",1,12,12,28,28
"P15812","CD1E",1,27,27,28,28
"B2RXF5","ZBTB42",2,14,7,56,28
"P28908","TNFRSF8",1,20,20,28,28
"Q9NTX9","FAM217B",1,9,9,28,28
"P08833","IGFBP1",1,20,20,28,28
"Q9Y5U9","IER3IP1",2,32,16,56,28
"Q9BRP1","PDCD2L",1,3,3,28,28
"O00273","DFFA",2,11,5.5,56,28
"Q9C0K1","SLC39A8",1,26,26,28,28
"Q8IUX1","TMEM126B",1,2,2,28,28
"Q8N9F7","GDPD1",1,26,26,28,28
"Q9HCI7","MSL2",1,6,6,28,28
"Q9H6Y5","MAGIX",1,18,18,28,28
"P17023","ZNF19",1,2,2,28,28
"Q6NXT4","SLC30A6",1,5,5,28,28
"Q86UA1","PRPF39",1,2,2,28,28
"Q96D53","COQ8B",2,42,21,56,28
"O60583","CCNT2",1,3,3,28,28
"Q9P2K2","TXNDC16",1,12,12,28,28
"A1L443","NUTM2F",1,24,24,28,28
"Q8WTW3","COG1",1,1,1,28,28
"Q96P48","ARAP1",1,1,1,28,28
"P47736","RAP1GAP",1,2,2,28,28
"P11172","UMPS",2,3,1.5,56,28
"O76070","SNCG",1,5,5,28,28
"Q9NPF0","CD320",1,1,1,28,28
"Q00169","PITPNA",1,4,4,28,28
"Q8N6K7","SAMD3",1,1,1,28,28
"O60229","KALRN",1,2,2,28,28
"Q6NXT2","H3-5",2,3,1.5,56,28
"Q13214","SEMA3B",1,16,16,28,28
"Q6UX27","VSTM1",1,26,26,28,28
"P33764","S100A3",1,3,3,28,28
"Q8TF74","WIPF2",1,3,3,28,28
"Q7Z3Y9","KRT26",1,7,7,28,28
"Q9BVG3","TRIM62",1,4,4,28,28
"Q13433","SLC39A6",1,2,2,28,28
"Q96FL8","SLC47A1",1,1,1,28,28
"P52943","CRIP2",1,1,1,28,28
"P20339","RAB5A",12,230,19.1666666666667,335,27.9166666666667
"P49840","GSK3A",8,80,10,223,27.875
"P23769","GATA2",7,157,22.4285714285714,195,27.8571428571429
"O75478","TADA2A",6,7,1.16666666666667,167,27.8333333333333
"Q15942","ZYX",5,24,4.8,139,27.8
"Q8WWY3","PRPF31",9,147,16.3333333333333,250,27.7777777777778
"P11171","EPB41",4,93,23.25,111,27.75
"Q8N5R6","CCDC33",4,11,2.75,111,27.75
"Q96HC4","PDLIM5",4,10,2.5,111,27.75
"Q9BT78","COPS4",4,4,1,111,27.75
"Q01085","TIAL1",4,29,7.25,111,27.75
"P07305","H1-0",4,5,1.25,111,27.75
"Q14164","IKBKE",14,329,23.5,388,27.7142857142857
"Q8NI60","COQ8A",7,170,24.2857142857143,194,27.7142857142857
"Q99871","HAUS7",3,26,8.66666666666667,83,27.6666666666667
"Q8WUA4","GTF3C2",3,14,4.66666666666667,83,27.6666666666667
"P42771","CDKN2A",8,62,7.75,221,27.625
"P11831","SRF",5,56,11.2,138,27.6
"Q96EY7","PTCD3",5,6,1.2,138,27.6
"P01112","HRAS",22,448,20.3636363636364,606,27.5454545454545
"P19838","NFKB1",19,265,13.9473684210526,523,27.5263157894737
"Q6Q0C0","TRAF7",2,3,1.5,55,27.5
"P78345","RPP38",2,7,3.5,55,27.5
"O00512","BCL9",2,3,1.5,55,27.5
"Q9NVA2","SEPTIN11",2,2,1,55,27.5
"O95067","CCNB2",2,7,3.5,55,27.5
"Q05048","CSTF1",2,2,1,55,27.5
"Q8TCG1","CIP2A",2,3,1.5,55,27.5
"P00738","HP",2,3,1.5,55,27.5
"Q5VVQ6","YOD1",2,23,11.5,55,27.5
"Q9Y678","COPG1",4,14,3.5,110,27.5
"Q9ULV5","HSF4",2,32,16,55,27.5
"Q9BTL3","RAMAC",2,39,19.5,55,27.5
"P17600","SYN1",2,12,6,55,27.5
"P02671","FGA",2,3,1.5,55,27.5
"Q8TCT1","PHOSPHO1",2,53,26.5,55,27.5
"Q8TEL6","TRPC4AP",2,22,11,55,27.5
"Q6NXG1","ESRP1",2,15,7.5,55,27.5
"Q6XPS3","TPTE2",2,45,22.5,55,27.5
"P12036","NEFH",2,5,2.5,55,27.5
"O75030","MITF",2,5,2.5,55,27.5
"Q86W92","PPFIBP1",2,2,1,55,27.5
"Q5SWW7",NA,2,6,3,55,27.5
"Q04917","YWHAH",21,407,19.3809523809524,577,27.4761904761905
"P17612","PRKACA",15,72,4.8,411,27.4
"P30519","HMOX2",5,95,19,137,27.4
"Q8IY57","YAF2",6,54,9,164,27.3333333333333
"P60896","SEM1",3,66,22,82,27.3333333333333
"Q96G25","MED8",3,6,2,82,27.3333333333333
"O75553","DAB1",3,6,2,82,27.3333333333333
"Q07157","TJP1",6,17,2.83333333333333,164,27.3333333333333
"P48039","MTNR1A",6,152,25.3333333333333,164,27.3333333333333
"O75928","PIAS2",6,10,1.66666666666667,164,27.3333333333333
"O00629","KPNA4",6,36,6,164,27.3333333333333
"Q96GQ5","RUSF1",3,66,22,82,27.3333333333333
