"pubmedID","pvalue","xmin_est","xmax","ntail","len_degree","unique_degree","gof","alpha","n_inter"
"21163940","0.03","1","45","111","111","23","0.0793606009120343","1.71295518126027",318
"27229929","0.03","1","60","180","180","12","0.0386758464388195","2.47105472793655",206
"21726809","0.24","3","7","5","10","6","0.175446322495563","2.929499538599",15
"20473329","0.55","4","6","5","8","5","0.186499749526757","4.59495298730525",14
"8879209","0.58","2","6","5","7","4","0.152273723214656","2.65765136621347",9
"28330616","0.38","3","71","127","575","33","0.0410042379861925","2.05316634792752",941
"27880917","0","1","78","1045","1045","33","0.0211928721885541","2.17371343034597",1327
"27432908","0.04","1","69","887","887","40","0.0223318907290876","2.00514423348739",1514
"11842093","0.5","3","7","7","10","6","0.134850151921734","3.45068859284522",17
"9624153","0.07","3","11","9","11","5","0.20379135389171","2.54816926170372",27
"20808282","0.04","4","24","23","25","7","0.14309484005137","2.59180939177114",98
"26871637","0.61","3","66","140","514","25","0.0310038290553432","2.36910099832562",743
"11294897","0.3","1","7","11","11","5","0.121960306911653","1.91314296883336",14
"10918587","0.19","1","7","12","12","5","0.139322616227164","1.86021799945162",16
"11073998","0.6","3","7","9","12","6","0.100782056660365","3.41344043315984",21
"12640114","0.34","3","5","6","8","4","0.212695988981005","3.41895921688957",13
"8755474","0.78","2","7","6","12","5","0.0776664856235179","2.62863017889355",13
"23602568","0","1","218","731","731","30","0.0730846617799414","2.12155207271703",1099
"20371703","0.27","2","4","6","7","4","0.220998966063565","2.56769531061609",10
"23443559","0","1","206","616","616","36","0.0300955284234996","1.90067783172732",1451
"18586681","0.2","1","6","12","12","4","0.143617471695354","2.12147880941022",13
"25852190","0.16","1","98","401","401","25","0.0257399065084607","1.96291335478047",662
"10635328","0.73","1","10","13","13","5","0.072149380426848","2.04978695435755",16
"19920073","0.09","2","6","9","10","4","0.241446212194458","2.76731749912866",14
"11937501","0.34","1","12","12","12","4","0.114390328919216","2.01882596251574",15
"10862698","0.02","2","36","30","36","4","0.220169857887832","3.61632803780248",63
"10827173","0","3","13","14","18","5","0.218222146332844","3.0936033049966",37
"26972000","0","2","1198","397","1489","8","0.0440133912196724","3.78289463183917",2000
"14676191","0.45","1","27","68","68","14","0.0506619269893801","1.79526180515226",141
"21900206","0.46","13","152","88","1119","40","0.0470014072559291","2.8157725138472",2642
"12813044","0.86","3","6","5","9","5","0.0976476850542694","3.9619076883598",12
"10022904","0.77","3","6","4","8","5","0.110954364547591","3.55795443102903",11
"17057644","0.55","4","7","5","15","7","0.119526888117036","3.85903228804871",22
"19156129","0","1","165","226","226","16","0.0718264424691254","2.21789715219196",381
"20205790","0.67","1","8","15","15","4","0.068701956632171","2.25121395371402",15
"29128334","0","2","303","423","778","24","0.0869250294831729","2.12833310559816",1972
"19549727","0","1","58","274","274","29","0.0834630331477841","1.73781589384121",748
"25582440","0.04","1","19","32","32","7","0.114224528386938","1.84955910568753",55
"10329441","0.04","1","8","10","10","3","0.320916334458807","1.77577578549846",15
"15604093","0.44","12","27","20","146","20","0.0871423649863523","4.78063468657398",344
"15016378","0.59","1","9","13","13","5","0.0796429735474317","2.07849430992009",15
"23236378","0.04","2","11","13","16","6","0.189753728718588","2.28882331970977",28
"23975195","0.05","2","17","20","21","6","0.176315775449987","3.02858575654438",36
"14525976","0.23","2","5","6","8","4","0.235992432636473","2.74018392375448",10
"21241894","0.12","4","9","7","17","9","0.160313845944573","2.99203529497902",30
"19338310","0.16","1","34","35","35","7","0.07105561019244","2.30871591250403",45
"14636569","0.02","3","6","7","7","3","0.432548718245357","2.48429127638518",18
"18562274","0.17","1","36","42","42","5","0.0542373721721755","2.66880862926049",46
"24126761","0.14","3","15","16","16","4","0.13797718725023","2.6423584264881",47
"30279242","0.37","1","30","31","31","7","0.059504707808065","2.24121239877969",40
"12614612","0.06","10","18","11","19","12","0.181155056212486","4.48395231888063",93
"12724401","0.04","1","7","11","11","3","0.230836108466319","1.84734627678217",16
"24239288","0.12","1","16","27","27","5","0.0851209756055277","2.33785320332886",32
"26638075","0.02","2","403","1036","1822","72","0.0246107731458363","2.03647997297181",5430
"16360038","0.49","3","8","4","8","5","0.151079009700146","3.13936967098221",12
"7739537","0.06","2","5","7","7","3","0.314438706174652","2.2519188933578",13
"8657117","0.02","1","4","8","8","3","0.475467806934926","1.63239897364137",13
"10490602","0.28","3","6","6","7","4","0.233258524101098","3.30255019435136",13
"17827154","0.31","2","10","12","12","4","0.11330226519824","2.62384484283977",22
"23752268","0.06","1","127","290","290","17","0.0303052393547026","2.32992030842328",403
"19946338","0.11","1","13","14","14","5","0.147320903066905","1.88461383029125",20
"11283269","0.21","2","7","7","9","5","0.197054184498839","2.35280445391977",14
"17531812","0.66","1","29","44","44","9","0.0453652552649995","1.9688103687981",74
"17671431","0.25","5","10","8","11","6","0.171105773144563","4.14515978713287",29
"12665583","0.07","1","3","7","7","3","0.372264797337959","1.74340687480846",9
"21478865","0.87","3","6","5","7","5","0.0976476843279805","3.96190767898427",11
"9121466","0.46","3","7","6","10","6","0.150877222265814","3.20117030062395",16
"19047629","0.91","1","11","13","13","4","0.0495878314609537","2.1319487977086",15
"9267036","0.68","3","8","5","12","5","0.108001986283485","3.16816614492704",15
"10454579","0.64","3","11","6","13","6","0.107431048837233","2.99380563037941",19
"15140878","0.51","2","7","7","12","5","0.116356036386084","2.62312278872724",14
"17363140","0.56","5","7","8","10","5","0.100397239089469","6.25551594250908",26
"7776974","0.11","1","7","12","12","4","0.179625146451002","1.96696249409747",14
"17620599","0","1","253","316","316","4","0.0966741812078696","2.6337180301268",414
"16407974","0.42","1","19","20","20","3","0.0685470078262111","2.4368930926216",22
"9452425","0.08","1","8","7","7","4","0.275818507930254","1.68528459093432",12
"22632967","0.21","1","14","23","23","5","0.0721760102756085","2.54008285452374",22
"11438723","0.26","1","7","10","10","5","0.154525227848465","1.8565460527115",13
"16810323","0.82","3","6","6","10","5","0.0992837058543675","3.53424908776513",14
"15047060","0","2","70","53","71","7","0.13543834747496","3.35063019795147",130
"14667819","0.11","1","20","111","111","10","0.0455857957832081","2.46686138812953",109
"16620772","0.01","1","13","26","26","6","0.165184362176526","1.94477217123149",36
"25027693","0.01","2","659","226","705","6","0.0852064234501752","5.63532959731003",932
"21252943","0","1","328","327","327","5","0.026322000403597","3.46638338614489",361
"16524884","0.11","2","19","22","22","4","0.113012497488449","2.70881850975532",44
"10545207","0.08","3","7","7","10","6","0.230862504222035","2.87138222695961",18
"19917253","0.53","2","9","7","13","4","0.112336228019924","3.06730399991326",14
"17000644","0","1","34","57","57","6","0.124430037864981","2.02255982742124",88
"15576338","0","1","52","67","67","4","0.140244096042114","2.25482953180679",94
"9472028","0.63","1","7","12","12","4","0.0790939605543642","2.10788728352623",13
"16503656","0.58","1","31","32","32","4","0.0394789282169297","2.6413593564392",35
"24654937","0.03","2","472","276","581","4","0.075136768733689","6.42462276694396",855
"18173839","0.51","2","9","10","16","6","0.106634362649927","2.45226827968915",21
"23201271","0.05","6","8","13","14","4","0.177295590024203","6.13478726344654",47
"23401859","0.3","1","5","9","9","4","0.153955453190279","1.84445637969973",12
"19617556","0.84","7","9","4","12","7","0.0926833752803973","7.35258420531009",29
"18826954","0.74","4","10","6","12","5","0.112510826493697","3.95278575734395",20
"11854302","0.61","4","8","3","7","5","0.166759766015763","3.37842794461951",11
"11877451","0.42","2","8","7","10","4","0.142083454237029","2.8322527279859",13
"8999895","0.44","6","12","4","13","7","0.146391167678243","4.04989718145372",25
"11756452","0.49","3","8","4","9","5","0.151079058774427","3.13937013442656",12
"23112048","0.37","2","7","7","8","4","0.182777003344158","2.80703778780975",12
"18984161","0.24","7","11","4","14","8","0.189510819301416","5.08012236655417",30
"11714716","0.23","1","11","12","12","5","0.134924397672155","1.84922736852066",17
"11748230","0.32","2","8","9","11","5","0.145056572575921","2.79863552027511",16
"12065586","0.48","1","9","13","13","4","0.0896894292457786","2.06010157158243",15
"28977470","0.09","1","143","144","144","3","0.0415832992578488","4.11953910623501",146
"23444366","0.08","1","34","41","41","3","0.0986170928907784","3.1618881123199",41
"24366813","0.09","2","63","162","270","24","0.0463866495692655","2.26432761389182",508
"18330356","0.02","1","8","46","46","5","0.0857090321337144","2.57333209387219",38
"15824104","0.23","2","7","6","10","4","0.172032414164152","2.72050853115651",12
"14679214","0.6","2","6","7","9","5","0.13291645232458","2.77263351734479",12
"12543979","0.85","4","6","4","7","5","0.105518155038702","4.78998479928316",13
"30021884","0.08","2","271","1306","3665","53","0.0165923618156026","2.35137280428315",4845
"15175163","0","2","113","90","136","17","0.106952198427144","1.89827001171538",434
"10235267","0.41","1","13","15","15","4","0.0993843486955676","2.07417525655851",18
"12149192","0.11","1","5","12","12","5","0.156729792628725","1.90494052468771",14
"21888893","0.07","1","42","61","61","6","0.0629695340112378","2.25655572849764",87
"20850016","0.66","1","85","122","122","12","0.0241779239655525","2.21301085819155",168
"18404153","0.74","2","8","6","10","4","0.0977128675734417","2.70559255810769",12
"12584197","0.65","3","17","11","22","10","0.102094092587651","2.34245344746824",41
"14638676","0","1","32","31","31","9","0.16630024876149","1.74662159180048",69
"19293945","0","1","212","2120","2120","48","0.0302001508838264","2.22801019421581",2967
"10820264","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"30217970","0.2","10","26","22","139","20","0.0979193176067182","3.84935777307928",324
"12828989","0.7","3","7","5","8","5","0.129856579196816","3.30970701714912",13
"12577067","0","1","221","221","221","5","0.0273367486547981","3.83938304871418",232
"25402006","0","1","120","135","135","6","0.0472456858244314","3.26061865755553",142
"24658140","0","1","124","136","136","6","0.0431687680210623","3.30473077745986",141
"17540172","0.89","2","6","9","11","4","0.0620745223996269","3.41061572251308",13
"24722188","0.57","1","54","337","337","23","0.017238559474604","2.10245007230434",489
"11509230","0.07","1","4","8","8","3","0.313433912198383","1.87910108319028",9
"9852078","0.05","1","7","10","10","3","0.300059146260796","1.83799273913582",13
"12651853","0.39","2","5","7","9","4","0.181933508306698","2.72272608071592",12
"26359495","0.56","1","10","23","23","5","0.0512553220911418","2.27128809725111",24
"19597476","0.07","1","5","8","8","3","0.429299968683236","1.85598228389476",9
"8641358","0.08","1","4","7","7","3","0.30199898392409","1.7390032359896",10
"19490896","0.24","3","31","18","37","11","0.109788842602544","2.11732785219512",87
"22275368","0.19","5","9","8","10","6","0.15738007689061","3.94531673960222",30
"25910212","0.02","1","58","577","577","17","0.0252702177390749","2.18761869286985",648
"17314511","0.09","1","221","222","222","4","0.0277421630049797","4.42837097281285",225
"28007894","0.15","1","23","27","27","4","0.0708303767576387","2.67930171672779",28
"14722266","0.15","2","4","7","8","4","0.272939688027087","2.68813338842059",11
"20467437","0.01","2","544","353","723","6","0.0642651621784192","6.45628221017571",1078
"25306918","0.85","1","29","31","31","6","0.0305661087003508","2.30242904768559",38
"26811472","0.99","1","33","35","35","7","0.0223086374098437","2.18299724826136",47
"16085932","0.12","3","14","12","18","7","0.147847348087063","2.88951486867347",36
"21314817","0.01","1","17","19","19","4","0.177955208652608","1.97457886904569",26
"19497860","0.72","1","17","18","18","4","0.0476865561186964","2.48113810210806",19
"15383276","0.08","3","27","46","75","16","0.100883176781607","2.04739945853396",216
"28126904","0.28","2","13","9","14","5","0.140391180090837","2.31638862435242",21
"18172692","0.14","2","9","9","11","5","0.175971173334438","2.46456978853783",18
"15782186","0.24","4","7","7","11","6","0.194759253309276","4.27362573406347",22
"18782753","0.32","26","39","7","47","19","0.168875941365827","9.03179624936084",271
"24255178","0","1","151","446","446","25","0.0348380038937656","2.19204441218326",718
"15096576","0.02","1","7","12","12","5","0.227231929445789","1.71449037605587",21
"23414517","0","1","60","496","496","28","0.0437657019830263","2.18965129185996",702
"18157088","0","2","42","41","46","6","0.236375788443931","2.43753208687154",108
"25368385","0.25","2","6","6","9","4","0.185947001999194","2.80737148336564",11
"27705803","0.03","1","84","489","489","41","0.0387442163761824","1.8041839553118",1193
"12670868","0.76","1","20","19","19","4","0.0468784520953448","2.50081689542943",21
"17967884","0.67","1","9","11","11","4","0.0764672794454611","2.0412106011717",13
"11113176","0.66","1","8","11","11","4","0.0793148933446748","2.03401311024692",13
"17643375","0.12","2","151","177","374","26","0.0441018856212783","2.2090679148657",682
"9159119","0.01","4","9","9","12","7","0.28421620632862","2.57972754958695",33
"10454562","0.59","1","9","15","15","4","0.0767504641561825","2.21833473995345",16
"30126976","0.28","2","45","40","87","11","0.0590427947729706","2.2419606635519",136
"10373431","0.63","2","10","12","14","6","0.0933133697070505","2.46662155604449",23
"27193682","0.06","2","26","22","27","4","0.235225217086429","3.33719387064425",46
"8652557","0.01","1","6","7","7","4","0.407910097131068","1.54936734130803",15
"26340423","0.27","5","9","8","11","7","0.167237693836603","3.4903304144481",32
"11741929","0.43","1","7","10","10","4","0.11467349261775","2.0196587533127",11
"17101133","0.05","1","4","7","7","3","0.467310162807299","1.64988163350587",11
"16799563","0.53","1","13","19","19","6","0.0772725366817314","1.98755448424156",24
"22267732","0.85","4","7","5","8","5","0.100842935588404","4.79940098969425",14
"14559996","0.56","4","14","9","17","7","0.127619404578326","2.75781978257533",39
"19818711","0.1","2","5","6","7","4","0.316822875565261","2.35573713513861",11
"19786833","0.14","1","6","11","11","4","0.146197389963121","1.97947431533478",12
"12660246","0.62","4","21","7","22","7","0.107849501732225","2.90639247054189",35
"17967894","0.21","4","10","9","20","7","0.156221002914891","3.05774431491281",33
"11839798","0.38","1","6","10","10","5","0.122307332834673","1.89385932931816",13
"20946988","0.79","1","17","35","35","9","0.0485849252929508","1.89822013780815",58
"16484223","0.06","2","18","15","17","4","0.239054756076931","3.05111696021466",30
"12391307","0.65","2","8","5","8","4","0.133669068773405","2.73069661738925",10
"10085298","0.06","1","4","7","7","3","0.488137126720545","1.68903526784902",10
"12615911","0.06","1","5","6","6","3","0.489139831736406","1.59759697010181",11
"15834155","0.4","2","6","7","8","4","0.164735663039949","2.99803079922326",11
"16374509","0","2","23","23","25","4","0.224631591268726","3.43614507923064",44
"20860622","0.78","2","11","9","12","5","0.0814192079583023","2.53622299090823",18
"21054789","0.21","2","5","8","11","4","0.17776531676118","2.6599834648931",14
"19139564","0.49","4","6","5","8","5","0.153442254627523","4.15255414831094",16
"23973329","0.85","1","24","27","27","5","0.0341315205609733","2.37314559660117",31
"12370315","0.65","2","7","9","9","4","0.103114938562374","2.48959080526625",16
"23022380","0.02","1","129","130","130","6","0.051271468400096","3.49629149994279",138
"24085301","0.11","1","4","12","12","4","0.171862836849031","1.94550552373615",13
"19343720","0.07","1","29","45","45","4","0.0603929246487914","2.62023303891099",50
"20618440","0.01","2","63","58","64","4","0.172939977339289","4.33007715708684",120
"28561026","0.1","1","85","262","262","23","0.0316378714068044","2.12191398153649",447
"25263562","0.76","5","7","4","12","7","0.0997971649724431","5.64647518911983",21
"20562859","0.29","6","490","93","1211","37","0.0605833114994855","2.00908531631793",2961
"14697242","0.04","2","14","11","16","4","0.219572280518765","2.89039044662972",23
"12963728","0.69","1","20","21","21","6","0.0677485562941671","1.92628850856057",32
"20360068","0.82","13","27","11","120","19","0.0756337944654457","4.87703254729898",244
"21135143","0.28","1","8","10","10","4","0.146456940935568","1.9601287118028",13
"12887920","0.3","2","11","12","14","5","0.115131906875706","3.09341428155778",20
"16603398","0.84","2","7","8","8","4","0.0828101306769357","2.68602658647617",13
"27545878","0","1","229","341","341","6","0.0499438211051221","2.99391154472413",406
"27307491","0.21","1","29","30","30","6","0.0827249349655282","2.0237412198693",44
"23955153","0.8","2","7","7","10","4","0.0942211043826304","3.04280355773635",12
"28244869","0.46","1","6","16","16","5","0.0812867705498674","2.1091084497497",16
"19615732","0","1","60","1021","1021","37","0.0499731652394854","2.00660480312802",1628
"18029035","0.02","1","4","11","11","3","0.342683353958516","1.7840850810575",14
"20622874","0.12","2","14","12","15","4","0.227694308454072","2.92818525621973",24
"23105109","0.15","3","26","28","62","12","0.0969792698923968","2.42166623134332",110
"25314079","0.88","2","8","7","10","5","0.077643895506408","2.74170045251914",13
"10608806","0","1","26","27","27","6","0.187269646257881","1.76639458876027",53
"29426014","0","1","140","453","453","12","0.0428863027875975","2.94836289769412",537
"21965653","0.04","2","9","11","15","5","0.18237555470564","2.2434712846088",25
"27626385","0.04","2","8","11","15","6","0.190029045190778","2.24713181885923",25
"12920132","0.84","9","12","3","11","6","0.142662024061955","6.51269475225999",25
"10198638","0.54","2","13","13","16","6","0.102720189675432","2.37145368824908",28
"19433796","0.35","2","11","9","12","5","0.131403554394412","2.68245449441577",18
"22939624","0","2","369","354","393","6","0.0627908088379389","5.92538611744673",755
"12809483","0.4","2","6","7","8","4","0.164735663039949","2.99803079922326",11
"10961991","0.5","3","8","7","7","4","0.141386008193026","3.06052997581362",16
"18624398","0.25","1","52","180","180","14","0.0274266676676312","2.30863101958458",206
"19684601","0.65","2","5","5","7","5","0.139428200106511","2.59766227421668",9
"18654987","0.02","1","44","106","106","9","0.0515473836982008","2.71861744140804",105
"14499622","0.27","1","32","53","53","5","0.0386145216974327","2.69389476559313",54
"27552911","0.23","1","7","11","11","4","0.134969586835723","2.03575921781187",12
"18949366","0.8","3","5","4","8","5","0.114172407701752","3.92889386503255",10
"19815541","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"24735611","0.8","2","6","10","12","4","0.0593212466240767","3.56371699022464",14
"27321185","0.86","3","6","5","9","5","0.0976476850542694","3.9619076883598",12
"21113135","0.08","1","11","20","20","7","0.130816675113398","1.73953398092384",35
"16055720","0.13","2","47","80","153","18","0.0580975008741369","2.03450384876559",315
"19688755","0","1","31","61","61","6","0.0848758971414881","2.7906707115005",58
"14755250","0.32","2","7","6","8","5","0.169891374275795","2.35717557001255",12
"21653943","0.79","1","16","17","17","4","0.0440689033993724","2.30983308170353",19
"22623428","0.05","2","594","416","630","4","0.0539609610700122","7.20949460633429",1045
"19738201","0.01","2","618","348","692","4","0.0631667647401989","6.83838254245319",1037
"23463506","0","2","164","154","208","8","0.223592214824687","2.76462451018311",452
"18723680","0.02","2","16","13","17","4","0.244583579429479","2.90622260371102",28
"17361185","0.01","2","109","81","110","4","0.150596679694257","4.70551378835627",188
"10852826","0.04","1","7","9","9","4","0.29377167503861","1.68154827637623",15
"28977666","0.06","2","494","409","573","4","0.0542675389482179","7.19408958334708",981
"15601820","0.31","4","9","14","14","4","0.0964985637760659","4.50876500981534",35
"18323857","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"22286099","0.9","3","8","6","12","6","0.0781884625584189","3.2436408139404",17
"18187417","0.56","3","14","15","18","6","0.0897205949596727","2.79151327740806",43
"26735018","0.59","1","18","25","25","6","0.0579272728855988","2.11521450625635",31
"26215701","0.8","4","7","3","6","6","0.149484437954792","3.67267074506719",11
"16325183","0.09","1","5","9","9","3","0.32518679726366","1.83888801322962",11
"23303816","0.28","3","7","7","8","5","0.180711330309873","2.80056597936977",17
"18550849","0.17","3","9","7","10","4","0.211166567146737","2.97178292773205",18
"27986371","0.08","3","7","9","12","5","0.185985988241514","3.03825610225637",23
"16720839","0.85","4","6","4","7","5","0.105518155038702","4.78998479928316",13
"16116422","0.65","1","10","11","11","4","0.080906297788874","2.0546369737395",13
"17396147","0.6","4","8","6","9","5","0.129437598796217","3.51665639489781",18
"22343915","0.16","2","14","15","15","3","0.124308680184865","2.61118598867845",30
"19321451","0.38","3","7","6","10","7","0.15330400591376","2.83999521242498",17
"28215707","0.07","1","31","35","35","4","0.0785924196096558","2.8323190584796",36
"27173435","0","1","130","1323","1323","60","0.0649651481417556","1.63251736019993",4588
"11893732","0.07","2","5","6","6","3","0.43593703585636","2.12633910295427",12
"16782902","0.58","2","6","5","7","4","0.152273723214656","2.65765136621347",9
"27880911","0.84","1","11","14","14","4","0.0524546198456788","2.19694382523567",15
"11331580","0.78","5","8","6","19","6","0.0831568241278939","5.43701831327105",34
"22493164","0.76","10","59","40","113","30","0.0608920013554463","2.8038610922858",501
"22829933","0.65","2","5","11","12","5","0.0792110956248588","3.01954757746358",16
"26748699","0.08","1","18","22","22","4","0.121034582089038","2.09165433367719",29
"27609421","0","1","808","859","859","12","0.0209625496162018","3.87466487431197",924
"15084259","0.05","1","4","7","7","3","0.467310162807299","1.64988163350587",11
"11557983","0.78","2","8","8","10","4","0.084965645528873","3.05845255940319",13
"11076961","0.52","1","7","14","14","4","0.086849972055998","2.15670468497236",14
"17113138","0.97","7","9","9","11","5","0.0404798513025407","9.71709803198196",35
"17112726","0.37","5","8","7","9","6","0.156775408586013","4.58823425170893",25
"21111234","0.65","2","5","5","7","5","0.139428200106511","2.59766227421668",9
"21880767","0.51","1","8","10","10","4","0.105248204107647","1.99229778355342",12
"12607005","0.1","1","11","11","11","3","0.168218084530622","2.0437429918184",13
"24975362","0.37","5","10","4","12","6","0.158624758343188","4.23036603587899",20
"9384571","0.44","2","4","8","10","4","0.128881247151244","3.05845255940392",12
"15507451","0.14","1","6","8","8","4","0.206917503612689","1.85473376684825",10
"15200957","0.64","2","7","5","8","4","0.135852041771685","2.63640849279609",10
"15069192","0.76","3","7","7","12","5","0.108490056003197","3.35788464412559",17
"11865055","0.42","2","4","6","10","4","0.149141105073478","3.17928299452176",10
"12525502","0.33","3","6","7","9","4","0.197843146466754","3.55961740607034",16
"17906618","0.13","2","10","9","13","4","0.193010265380649","2.81798458914521",18
"18042045","0.58","4","6","5","7","5","0.186499749357851","4.59495298561463",14
"23718855","0.91","1","5","30","30","5","0.0208621896396356","2.79314943726184",21
"11266516","0.46","3","11","5","10","5","0.153929304421195","2.81001986866163",16
"12421765","0.25","1","21","128","128","11","0.0366235298838553","2.16800810627838",136
"18186651","0.22","1","5","8","8","5","0.182698406429322","1.79736434067279",11
"18614045","0.5","2","7","6","9","5","0.136511423569083","2.52944236221892",12
"15024025","0.69","1","15","18","18","4","0.057894427847958","2.10995416416382",22
"14960569","0.45","5","7","5","9","6","0.181246241090842","5.41352159412978",21
"15989967","0.01","2","30","29","29","8","0.132646637750177","2.22475988946366",76
"20133760","0.09","5","37","32","67","18","0.119380189879984","2.10440498087289",290
"20098423","0.03","2","17","16","18","4","0.233628261339084","3.13209087838097",31
"18418385","0.4","3","14","12","15","8","0.121998313490441","2.55728974183773",36
"14576168","0.6","2","27","27","29","8","0.0655696898397083","2.43131290381428",67
"23623729","0.04","8","11","10","12","4","0.278678602430164","6.24589676996279",48
"11867769","0.9","14","17","3","19","6","0.143361280329952","9.30517455277001",44
"10882111","0.04","2","12","13","14","4","0.212583860946912","3.08578219058838",23
"23322298","0.52","1","27","31","31","5","0.0502101897235034","2.30393024282454",38
"23746844","0.28","2","8","8","13","6","0.130258048464841","2.32116425373665",18
"19047373","0.54","1","16","17","17","6","0.0770901922406456","2.07418410314912",22
"23563140","0.45","1","8","12","12","5","0.0993299452704983","2.0188259625156",14
"21729782","0.36","5","73","14","74","13","0.138167969841013","2.24078116291322",162
"9115257","0.05","1","4","7","7","3","0.467310162807299","1.64988163350587",11
"12628926","0.68","3","7","7","13","6","0.10849005515319","3.35788463839556",19
"11931768","0.1","3","5","6","8","4","0.311775187621462","2.98686147251895",14
"15601853","0.43","2","4","5","8","4","0.167401294581297","2.73069661738613",9
"22294699","0.89","1","9","13","13","4","0.0457835389355123","2.2788508155354",13
"21258344","0.64","3","41","30","47","11","0.0635411637474462","2.62500214552954",113
"16980585","0.15","2","7","6","9","4","0.204968184051433","2.62863049853602",12
"18275857","0.38","1","8","10","10","4","0.125794608465041","2.05291450754999",11
"20864041","0.37","1","21","31","31","5","0.0639229266492516","2.17386836642517",35
"16051665","0.12","1","26","82","82","8","0.0529359889148669","2.24464412447556",96
"16547522","0.43","2","4","5","8","4","0.167401294581297","2.73069661738613",9
"11495908","0.78","4","6","4","10","6","0.105518154829694","4.78998479708729",16
"20562864","0","1","84","87","87","6","0.0571684777494919","3.05587149886797",95
"20059542","0.78","3","5","4","7","5","0.114172407391099","3.92889386249881",10
"10898795","0.48","3","6","6","9","4","0.144825061024146","3.91917425517173",13
"15280356","0.2","1","5","8","8","4","0.181909405721174","1.86253265144487",10
"12242293","0.07","1","5","7","7","4","0.329525618920677","1.66970077652387",11
"14527413","0.24","3","11","10","10","5","0.140648285431217","2.69485876001348",26
"16601204","0.53","4","8","6","11","6","0.144835167913331","3.21316692847233",22
"19417104","0.49","1","17","24","24","7","0.0722146041522299","1.93864646100747",37
"21145460","0.14","1","9","12","12","4","0.163237376602918","1.9221848520562",16
"20371770","0.53","2","24","23","32","10","0.0876421747240421","2.17514328625438",67
"24778252","0.11","1","82","344","344","22","0.0246775616043462","2.17963149857288",471
"18066079","0.12","4","6","6","8","5","0.329878584307323","3.78316641500343",17
"19478851","0.34","3","5","6","8","4","0.212695988981005","3.41895921688957",13
"16452507","0.42","2","13","11","14","6","0.118493780368496","2.30638252358895",25
"12609982","0.86","2","8","7","10","5","0.0871045454842905","2.49130019957287",14
"12481031","0.85","1","15","19","19","5","0.0534271944832527","2.07311111029161",23
"23238014","0.15","1","14","18","18","7","0.130594088085075","1.77247320249374",30
"19250909","0.66","2","8","19","23","6","0.0511610918895917","3.05265655358499",30
"25189618","0.15","2","10","10","11","4","0.199700751826593","2.89941069309948",18
"27113764","0.06","1","7","8","8","3","0.309856565589912","1.80228508898995",11
"24292684","0.32","1","15","16","16","6","0.102631647214986","1.90793179753909",23
"19060904","0.35","1","43","231","231","13","0.0224657215951509","2.32383078085247",244
"12032305","0.01","1","5","7","7","3","0.492941495822599","1.56518243954886",14
"19041431","0.11","3","12","20","29","9","0.131161522756844","2.47263066815843",62
"22558309","0.07","1","64","98","98","4","0.0379106387320689","3.07392353901239",109
"20332121","0","2","21","22","23","5","0.203452194703661","3.24830437999475",41
"17573780","0.38","31","35","3","35","6","0.251460128193999","9.84667668799106",97
"16230350","0.01","2","27","31","33","11","0.136867884830206","1.81506057378375",115
"15647280","0.1","3","21","22","22","6","0.130589893788132","2.88095854513314",64
"15086532","0.11","1","10","13","13","4","0.14188691412997","1.98709002407856",16
"11035039","0.43","1","7","10","10","4","0.11467349261775","2.0196587533127",11
"11891216","0.39","3","9","10","14","7","0.133534105096225","2.65423006806163",29
"11591653","0.16","1","5","59","59","5","0.0499172654925026","2.49717532199389",45
"10944123","0.9","2","8","8","9","5","0.0739448425995261","2.63638728474116",14
"23991099","0.11","1","4","9","9","4","0.215501432264855","1.84240088302441",11
"18588884","0.91","2","6","7","8","5","0.0695797048859998","2.88939308579335",11
"28298427","0.13","1","72","696","696","34","0.0174150324639986","2.19804169915014",994
"9603525","0.4","2","10","7","9","4","0.165089359984801","2.64311423125102",14
"9674425","0.74","1","9","15","15","4","0.0714332195114623","1.99091912813305",19
"17375202","0.34","1","9","14","14","6","0.121052162539018","1.81995898552017",21
"9311784","0.65","1","11","13","13","4","0.07878614744306","2.09480769654197",16
"29111974","0.67","15","17","3","18","8","0.166001218406859","10.5787757811245",46
"14580349","0","1","13","12","12","3","0.569120340353185","1.37799227893522",57
"23097496","0.68","1","19","19","19","4","0.0514136209559503","2.46624014847859",21
"12453419","0","4","18","18","19","4","0.348257731091142","3.27074032203888",63
"23292512","0.02","1","12","13","13","3","0.31452332952015","1.67160328031169",27
"11564863","0.08","2","18","14","21","5","0.140347160767016","2.76310930631566",32
"16469706","0.02","1","6","13","13","5","0.215834159119079","1.69246154298773",22
"28611094","0","1","62","77","77","4","0.0966672574167137","2.50086976127754",96
"27903893","0.62","2","6","6","8","4","0.1275362802511","2.95143858585239",10
"19692572","0.02","1","8","11","11","3","0.342683352465098","1.78408507758167",16
"12748276","0.69","2","8","9","12","6","0.0910124861102974","2.61095012370006",17
"9718306","0.58","4","6","5","7","5","0.153442258855342","4.15255418740665",15
"20614026","0.04","2","14","13","13","3","0.227605823253975","2.99949617806072",24
